"","FC","log2(FC)","raw.pval","-log10(p)"
"454.2498 / 8.24",0.06746,-3.8898,0.0022975,2.6387
"700.3458 / 21.15  M2H2",0.0047814,-7.7084,0.0022996,2.6383
"159.1124 / 3.31",0.017141,-5.8664,0.0022996,2.6383
"167.0563 / 7.92",5.66,2.5008,0.0023108,2.6362
"267.0981 / 2.19",0.031337,-4.996,0.0023132,2.6358
"601.2680 / 19.84",0.08494,-3.5574,0.0023132,2.6358
"317.0969 / 3.71",0.24628,-2.0217,0.0023374,2.6313
"359.0137 / 1.07  M-H-",0.3335,-1.5842,0.0023374,2.6313
"137.0356 / 5.59",2.1739,1.1203,0.0023374,2.6313
"777.3632 / 18.79",0.016645,-5.9088,0.0023445,2.63
"473.2182 / 19.57  M3H3",0.044103,-4.503,0.002346,2.6297
"323.1344 / 10.15",0.33037,-1.5978,0.002346,2.6297
"265.1565 / 6.29  MH",0.013546,-6.206,0.0023544,2.6281
"438.2321 / 20.88",0.064787,-3.9482,0.0023544,2.6281
"387.2232 / 1.57",0.01982,-5.6569,0.0023568,2.6277
"284.1249 / 9.17",0.023061,-5.4384,0.0023611,2.6269
"429.2345 / 7.91",0.046678,-4.4211,0.0023611,2.6269
"302.1956 / 13.45",0.13373,-2.9026,0.0023611,2.6269
"715.0395 / 12.24  3M2Na-3H-",0.16599,-2.5908,0.0023611,2.6269
"929.5099 / 20.17",0.00066253,-10.56,0.0023631,2.6265
"425.8768 / 3.08  M3H3",0.0019952,-8.9692,0.0023631,2.6265
"960.4816 / 17.17  MNa-2H-",0.002884,-8.4377,0.0023631,2.6265
"733.4282 / 19.81",0.0030746,-8.3454,0.0023631,2.6265
"536.9773 / 13.17",0.0041546,-7.9111,0.0023631,2.6265
"444.2083 / 2.60",0.0049509,-7.6581,0.0023631,2.6265
"555.2759 / 16.81",0.0058857,-7.4086,0.0023631,2.6265
"778.3718 / 18.36",0.0064036,-7.2869,0.0023631,2.6265
"514.2249 / 7.83  MH",0.010022,-6.6408,0.0023631,2.6265
"390.2034 / 8.85",0.010588,-6.5614,0.0023631,2.6265
"399.1871 / 12.61",0.013324,-6.2298,0.0023631,2.6265
"678.9941 / 19.31  M3H3",0.034338,-4.8641,0.0024029,2.6193
"388.1861 / 20.14",0.0080169,-6.9627,0.0024163,2.6168
"369.1878 / 1.83",0.010747,-6.54,0.0024163,2.6168
"283.1302 / 2.38  MNH4",0.012257,-6.3502,0.0024427,2.6121
"193.0506 / 18.59",0.23901,-2.0648,0.0024452,2.6117
"560.0562 / 19.27",0.0019042,-9.0366,0.0024741,2.6066
"512.2253 / 18.98",0.039003,-4.6803,0.0024741,2.6066
"520.3399 / 23.62  MCH3OHH",0.083504,-3.582,0.0024926,2.6033
"89.9618 / 1.06",0.18087,-2.467,0.0024926,2.6033
"342.3081 / 24.06",0.35239,-1.5048,0.0024926,2.6033
"359.3167 / 24.04  M",0.35955,-1.4757,0.0024926,2.6033
"457.2806 / 24.05",0.44035,-1.1833,0.0024926,2.6033
"402.2360 / 6.78",0.00013517,-12.853,0.0025044,2.6013
"387.2237 / 6.24  M-H-",0.00024758,-11.98,0.0025044,2.6013
"326.1719 / 9.32  M-H2O-H-",0.00040669,-11.264,0.0025044,2.6013
"949.4650 / 18.85  M-2H2-",0.00055325,-10.82,0.0025044,2.6013
"517.2612 / 3.39",0.00076915,-10.344,0.0025044,2.6013
"506.2286 / 4.10",0.00077345,-10.336,0.0025044,2.6013
"345.1879 / 8.50  M3H3",0.00078251,-10.32,0.0025044,2.6013
"407.2381 / 9.05",0.00081305,-10.264,0.0025044,2.6013
"632.8675 / 15.23",0.00081969,-10.253,0.0025044,2.6013
"467.1954 / 15.74",0.00083924,-10.219,0.0025044,2.6013
"570.3233 / 1.81",0.00090848,-10.104,0.0025044,2.6013
"464.2341 / 2.25",0.00099243,-9.9768,0.0025044,2.6013
"465.2600 / 16.14",0.0010784,-9.8569,0.0025044,2.6013
"431.2127 / 5.30",0.0011123,-9.8122,0.0025044,2.6013
"600.7846 / 14.28  M-2H2-",0.0011379,-9.7794,0.0025044,2.6013
"323.1831 / 8.65",0.0011425,-9.7736,0.0025044,2.6013
"332.1841 / 10.15",0.0011825,-9.7239,0.0025044,2.6013
"300.1919 / 4.71  MH",0.0012285,-9.6689,0.0025044,2.6013
"494.2735 / 16.58  M",0.00124,-9.6555,0.0025044,2.6013
"403.2182 / 5.01",0.0012561,-9.6368,0.0025044,2.6013
"475.2508 / 3.83",0.0012822,-9.6072,0.0025044,2.6013
"613.3554 / 18.75  M-H-",0.0013674,-9.5144,0.0025044,2.6013
"586.3199 / 10.94  M-H-",0.0014412,-9.4386,0.0025044,2.6013
"433.2008 / 8.40  M2H2",0.0016447,-9.248,0.0025044,2.6013
"912.4556 / 16.97",0.0016562,-9.2379,0.0025044,2.6013
"538.2979 / 18.16",0.0017586,-9.1514,0.0025044,2.6013
"655.3124 / 8.08  M2H2",0.0018144,-9.1063,0.0025044,2.6013
"808.4621 / 19.33",0.0018205,-9.1015,0.0025044,2.6013
"461.2424 / 7.90",0.0018626,-9.0685,0.0025044,2.6013
"477.7354 / 12.96",0.0019513,-9.0014,0.0025044,2.6013
"429.2336 / 11.03",0.0019872,-8.9751,0.0025044,2.6013
"416.1509 / 14.41",0.002004,-8.9629,0.0025044,2.6013
"536.2384 / 9.47",0.0020393,-8.9377,0.0025044,2.6013
"440.2351 / 13.40  M",0.0020474,-8.932,0.0025044,2.6013
"617.2914 / 2.72",0.0020554,-8.9264,0.0025044,2.6013
"610.2836 / 8.50",0.0020696,-8.9164,0.0025044,2.6013
"412.2546 / 1.80",0.0022252,-8.8118,0.0025044,2.6013
"546.2903 / 2.09  MCH3OHH",0.0022643,-8.7867,0.0025044,2.6013
"389.2155 / 11.80  MHNa2",0.0022679,-8.7844,0.0025044,2.6013
"527.2458 / 16.63",0.0023219,-8.7505,0.0025044,2.6013
"593.2956 / 18.36  M2H2",0.0023428,-8.7375,0.0025044,2.6013
"358.1970 / 5.78",0.0024049,-8.6998,0.0025044,2.6013
"510.2169 / 11.07  MNa-2H-",0.0024799,-8.6555,0.0025044,2.6013
"608.3511 / 15.02  M3H3",0.0025147,-8.6354,0.0025044,2.6013
"603.3317 / 3.09",0.0026846,-8.5411,0.0025044,2.6013
"387.2962 / 2.45",0.0027956,-8.4826,0.0025044,2.6013
"479.2163 / 7.58",0.0028278,-8.4661,0.0025044,2.6013
"371.1645 / 5.47",0.0029258,-8.4169,0.0025044,2.6013
"403.1814 / 3.80",0.0029773,-8.3918,0.0025044,2.6013
"589.2829 / 10.48",0.0031073,-8.3301,0.0025044,2.6013
"363.1657 / 5.72  M2",0.003163,-8.3045,0.0025044,2.6013
"384.1572 / 5.40",0.0031704,-8.3011,0.0025044,2.6013
"478.2626 / 13.26  M2H2",0.0033321,-8.2293,0.0025044,2.6013
"493.2378 / 6.34",0.0039375,-7.9885,0.0025044,2.6013
"492.2446 / 14.41",0.003943,-7.9865,0.0025044,2.6013
"369.6892 / 1.80",0.0042536,-7.8771,0.0025044,2.6013
"229.1549 / 9.83",0.0044826,-7.8014,0.0025044,2.6013
"478.2414 / 2.56  MH",0.0048872,-7.6768,0.0025044,2.6013
"288.2033 / 8.62  MCH3OHH",0.00532,-7.5544,0.0025044,2.6013
"604.8167 / 14.27  M2H2",0.0055263,-7.4995,0.0025044,2.6013
"750.3912 / 19.37",0.0059429,-7.3946,0.0025044,2.6013
"704.9845 / 15.95  M3H3",0.0063071,-7.3088,0.0025044,2.6013
"797.0449 / 18.55  2MNa-2H-",0.0079625,-6.9726,0.0025044,2.6013
"539.2336 / 12.81",0.0081609,-6.9371,0.0025044,2.6013
"755.3486 / 10.64",0.01138,-6.4573,0.0025044,2.6013
"539.2363 / 8.80",0.011464,-6.4468,0.0025044,2.6013
"480.2471 / 5.59",0.012159,-6.3618,0.0025044,2.6013
"374.1554 / 4.47",0.0053715,-7.5405,0.0025173,2.5991
"964.5065 / 19.98  M-2H2-",0.014881,-6.0704,0.0025173,2.5991
"345.1554 / 14.83",41.647,5.3801,0.0025173,2.5991
"369.1288 / 22.13",0.012634,-6.3066,0.002518,2.5989
"471.2077 / 2.64  MH",0.018734,-5.7382,0.002518,2.5989
"896.4389 / 20.53",0.014769,-6.0813,0.0025428,2.5947
"365.1973 / 21.25  M-H-",0.017051,-5.874,0.0026125,2.5829
"539.2827 / 1.56",0.0070759,-7.1429,0.0026379,2.5787
"768.2987 / 20.55  M-H-",0.011026,-6.5029,0.0026379,2.5787
"314.1719 / 3.76  MH",0.0089643,-6.8016,0.0026509,2.5766
"593.2987 / 18.98",0.018275,-5.774,0.0026509,2.5766
"508.2688 / 11.62",0.024199,-5.3689,0.0026509,2.5766
"294.1817 / 1.67",0.041483,-4.5914,0.0026875,2.5707
"302.2077 / 8.14",0.028677,-5.124,0.0026901,2.5702
"372.0638 / 5.94",0.28552,-1.8084,0.0026931,2.5697
"136.0333 / 3.83",0.090751,-3.4619,0.0027153,2.5662
"832.9828 / 1.08",0.10236,-3.2882,0.0027153,2.5662
"108.0198 / 4.08",0.11178,-3.1613,0.0027153,2.5662
"709.0215 / 1.29",0.17603,-2.5061,0.0027153,2.5662
"179.0576 / 14.11  M-H-",4.5397,2.1826,0.0027153,2.5662
"955.0330 / 1.29",0.23655,-2.0798,0.0027153,2.5662
"832.9290 / 19.17",0.0083029,-6.9122,0.0027307,2.5637
"441.1847 / 5.34",0.10183,-3.2958,0.0027307,2.5637
"211.1308 / 17.75",1853,10.856,0.0027379,2.5626
"807.5608 / 26.70",0.0047386,-7.7213,0.0027406,2.5621
"559.2243 / 15.67",0.0028571,-8.4513,0.0027417,2.562
"527.2748 / 15.96  M2H2",0.0037675,-8.0522,0.0027417,2.562
"355.1939 / 1.12",0.0038083,-8.0367,0.0027417,2.562
"430.2286 / 2.45  MNH4",0.0054169,-7.5283,0.0027417,2.562
"691.8467 / 19.92",0.00669,-7.2238,0.0027417,2.562
"601.2619 / 17.88  MHNa2",0.0070713,-7.1438,0.0027417,2.562
"599.2821 / 15.43",0.0073803,-7.0821,0.0027417,2.562
"390.2157 / 3.49",0.0087519,-6.8362,0.0027417,2.562
"408.1971 / 17.23",0.0088235,-6.8244,0.0027417,2.562
"352.2211 / 7.69",0.0089016,-6.8117,0.0027417,2.562
"400.1785 / 15.49  M-2H2-",0.011533,-6.4381,0.0027417,2.562
"619.2944 / 12.96  M3H3",0.013607,-6.1995,0.0027417,2.562
"444.2331 / 18.14  M3H3",0.016823,-5.8934,0.0027417,2.562
"396.1403 / 5.53",0.01783,-5.8095,0.0027417,2.562
"427.0103 / 1.88  MNa-2H-",2.1912,1.1317,0.0027858,2.555
"263.1030 / 2.99  MH",0.017266,-5.8559,0.0028107,2.5512
"194.0448 / 2.55",3.0146,1.592,0.0028107,2.5512
"281.1135 / 2.38",0.012507,-6.3212,0.0028135,2.5508
"180.0615 / 14.08",4.8748,2.2853,0.0028135,2.5508
"402.1834 / 18.11",0.13956,-2.8411,0.0028236,2.5492
"167.0568 / 8.70",7.718,2.9482,0.0028246,2.549
"247.0272 / 8.33",0.098758,-3.34,0.0028274,2.5486
"533.9850 / 1.10",0.021567,-5.5351,0.0028302,2.5482
"138.0480 / 3.92",0.10661,-3.2296,0.0028386,2.5469
"274.9713 / 1.05",0.12045,-3.0535,0.0028386,2.5469
"137.0465 / 3.88  MH",0.13492,-2.8898,0.0028386,2.5469
"114.0662 / 2.14",5.3488,2.4192,0.0028386,2.5469
"267.2686 / 24.04  MH",0.35834,-1.4806,0.0028386,2.5469
"246.1709 / 6.27",2.7845,1.4774,0.0028386,2.5469
"334.1124 / 10.21",2.4839,1.3126,0.0028386,2.5469
"287.0228 / 13.11",68.437,6.0967,0.0028798,2.5406
"632.2896 / 19.64",0.056221,-4.1528,0.0028798,2.5406
"387.1856 / 2.70",0.0065521,-7.2538,0.0028947,2.5384
"706.0170 / 20.01  M3H3",0.01196,-6.3857,0.0028947,2.5384
"279.1339 / 3.67",0.02676,-5.2238,0.0029065,2.5366
"266.1588 / 6.27",0.010401,-6.5872,0.0029095,2.5362
"247.1104 / 18.85",0.012892,-6.2774,0.0029268,2.5336
"485.2706 / 19.97",0.035057,-4.8342,0.0029268,2.5336
"277.1191 / 4.96",0.0010048,-9.9589,0.0029279,2.5334
"402.2136 / 7.31",0.0010612,-9.8801,0.0029279,2.5334
"292.1286 / 4.23  M-H-",0.0011761,-9.7318,0.0029279,2.5334
"371.2654 / 5.13",0.0012779,-9.6121,0.0029279,2.5334
"454.2554 / 17.19  MHNa2",0.00138,-9.5011,0.0029279,2.5334
"436.2195 / 13.95",0.0016557,-9.2384,0.0029279,2.5334
"312.0198 / 21.27",0.0019671,-8.9897,0.0029279,2.5334
"332.1236 / 13.39",0.0019983,-8.967,0.0029279,2.5334
"547.2801 / 8.30",0.0021319,-8.8737,0.0029279,2.5334
"408.1933 / 15.84",0.0022237,-8.8128,0.0029279,2.5334
"388.1167 / 10.19  M-H-",0.0026952,-8.5354,0.0029279,2.5334
"481.2234 / 12.47",0.0034143,-8.1942,0.0029279,2.5334
"390.1471 / 14.14",0.0043807,-7.8346,0.0029279,2.5334
"513.2346 / 15.45  MNa-2H-",0.0052139,-7.5834,0.0029279,2.5334
"581.3153 / 16.22  M2H2",0.0058649,-7.4137,0.0029279,2.5334
"951.4374 / 19.70",0.0070932,-7.1394,0.0029279,2.5334
"568.2600 / 17.74",0.0070989,-7.1382,0.0029279,2.5334
"447.1920 / 7.32",0.0072617,-7.1055,0.0029279,2.5334
"368.1788 / 9.31  MNa",0.0077895,-7.0043,0.0029279,2.5334
"261.0904 / 7.58",0.010318,-6.5987,0.0029279,2.5334
"732.3613 / 19.04",0.010523,-6.5703,0.0029279,2.5334
"392.2536 / 18.05",0.016395,-5.9306,0.0029279,2.5334
"645.3232 / 15.23",0.016642,-5.909,0.0029279,2.5334
"82.9960 / 31.83",0.036836,-4.7628,0.0029279,2.5334
"355.1574 / 1.89  MNa",0.036477,-4.7769,0.0029298,2.5332
"239.0874 / 2.34",0.013303,-6.2322,0.0029534,2.5297
"708.3647 / 20.20",0.060775,-4.0404,0.0029587,2.5289
"317.2119 / 23.12  M-H-",0.2743,-1.8662,0.0030275,2.5189
"747.3673 / 19.43",0.017623,-5.8264,0.0030533,2.5152
"355.1974 / 3.44",0.032195,-4.957,0.0030533,2.5152
"263.1438 / 5.32  MH",0.0065227,-7.2603,0.0030571,2.5147
"502.2336 / 19.04",0.011625,-6.4267,0.0030885,2.5102
"704.3280 / 20.52",0.022557,-5.4703,0.0030885,2.5102
"446.2395 / 13.61  M",0.2821,-1.8257,0.0031022,2.5083
"202.9867 / 1.04",0.083631,-3.5798,0.0031456,2.5023
"151.0257 / 4.14  M-H-",0.12004,-3.0584,0.0031456,2.5023
"300.1058 / 4.80",2.4367,1.2849,0.0031456,2.5023
"435.9652 / 8.68",0.17269,-2.5337,0.0031487,2.5019
"522.7891 / 12.16",0.0056499,-7.4675,0.0031525,2.5013
"757.4019 / 10.68  M-",0.035537,-4.8145,0.0031525,2.5013
"741.0714 / 19.10  M3H3",0.0024478,-8.6743,0.0031751,2.4982
"187.1087 / 4.74",0.005866,-7.4134,0.0031751,2.4982
"401.2858 / 0.98",0.0070649,-7.1451,0.0031751,2.4982
"638.2952 / 19.90",0.0073473,-7.0886,0.0031751,2.4982
"524.2959 / 1.01",0.0082409,-6.923,0.0031751,2.4982
"585.3071 / 14.38  MHNH42",0.0091315,-6.7749,0.0031751,2.4982
"810.4050 / 19.62",0.019283,-5.6965,0.0031751,2.4982
"715.0410 / 18.60",0.082011,-3.608,0.0031751,2.4982
"369.2255 / 22.58",43.931,5.4572,0.0032247,2.4915
"95.0129 / 1.65",56.399,5.8176,0.0032278,2.4911
"360.9567 / 1.25",0.11703,-3.0951,0.0032278,2.4911
"344.9851 / 1.20",0.1446,-2.7899,0.0032278,2.4911
"687.1589 / 22.54",0.15598,-2.6806,0.0032278,2.4911
"791.0249 / 1.26  MCl-",0.19729,-2.3416,0.0032278,2.4911
"947.5976 / 23.54",0.23817,-2.0699,0.0032278,2.4911
"139.0501 / 5.59",3.5084,1.8108,0.0032278,2.4911
"383.3033 / 24.04  MCH3OHH",0.36187,-1.4665,0.0032278,2.4911
"164.9207 / 1.29",2.563,1.3579,0.0032278,2.4911
"620.3276 / 20.18  M2H2",0.037056,-4.7541,0.0032701,2.4854
"575.2931 / 8.09",0.0061411,-7.3473,0.0033205,2.4788
"455.1743 / 3.70  MNa-2H-",0.020216,-5.6284,0.0033231,2.4785
"418.2295 / 2.63  MCH3OHH",0.020242,-5.6265,0.003324,2.4783
"122.0357 / 13.38",5.9357,2.5694,0.0033303,2.4775
"272.1716 / 6.74",0.077474,-3.6901,0.0033454,2.4755
"469.3143 / 14.48",0.15918,-2.6512,0.0033454,2.4755
"402.1234 / 8.89",0.19795,-2.3368,0.0033454,2.4755
"375.1888 / 3.21  MH",0.0024695,-8.6616,0.0033692,2.4725
"417.7224 / 3.50  MHNH42",0.00062676,-10.64,0.0034158,2.4665
"463.2625 / 17.81  MHNH42",0.0022356,-8.8051,0.0034158,2.4665
"268.0106 / 21.27",0.0023937,-8.7065,0.0034158,2.4665
"538.2995 / 11.87",0.0030572,-8.3536,0.0034158,2.4665
"515.2203 / 14.38  M2H2",0.0038749,-8.0116,0.0034158,2.4665
"471.1869 / 10.35",0.0041772,-7.9032,0.0034158,2.4665
"890.4317 / 18.63",0.0065637,-7.2513,0.0034158,2.4665
"430.1948 / 3.70  M2H2",0.0066683,-7.2285,0.0034158,2.4665
"684.3682 / 13.26",0.009317,-6.7459,0.0034158,2.4665
"775.3242 / 18.85",0.010727,-6.5426,0.0034158,2.4665
"412.1821 / 8.48",0.010869,-6.5236,0.0034158,2.4665
"462.2017 / 9.77",0.010877,-6.5226,0.0034158,2.4665
"386.2046 / 11.84",0.010904,-6.5191,0.0034158,2.4665
"541.3034 / 10.52",0.012649,-6.3048,0.0034158,2.4665
"493.2082 / 6.31",0.017672,-5.8224,0.0034158,2.4665
"402.1901 / 7.47  M2H2",0.020614,-5.6002,0.0034158,2.4665
"231.1344 / 1.85",0.022089,-5.5005,0.0034792,2.4585
"274.0396 / 9.33",9.8893,3.3059,0.0034792,2.4585
"263.1398 / 9.99",0.0062828,-7.3144,0.0035108,2.4546
"573.2634 / 19.29  MNa-2H-",0.016046,-5.9617,0.0035108,2.4546
"424.1805 / 1.86  MNa",0.0077266,-7.0159,0.0035362,2.4515
"576.3112 / 19.89  M2H2",0.016676,-5.906,0.0035362,2.4515
"499.0426 / 5.65",0.4779,-1.0652,0.0035362,2.4515
"114.0911 / 9.60",9.466,3.2428,0.0035545,2.4492
"381.1539 / 21.65  M-H-",0.11709,-3.0943,0.0035603,2.4485
"153.1270 / 6.41  MCH3OHH",3.5152,1.8136,0.0035937,2.4445
"303.9010 / 7.84",0.1919,-2.3816,0.0035973,2.444
"309.1076 / 2.19  M-H-",0.032416,-4.9471,0.0036002,2.4437
"459.7442 / 17.82  M2H2",0.021583,-5.5339,0.0036328,2.4398
"599.2998 / 10.06  MFA-H-",0.087022,-3.5225,0.0036328,2.4398
"325.0407 / 4.14  2MNa-2H-",0.032372,-4.9491,0.0036348,2.4395
"145.0149 / 1.95  M-H-",15.52,3.956,0.0036348,2.4395
"441.0160 / 1.11  2MK-2H-",0.41925,-1.2541,0.0036348,2.4395
"307.0119 / 1.12",2.3839,1.2533,0.0036617,2.4363
"237.0913 / 2.36",0.0038921,-8.0052,0.0036651,2.4359
"258.9642 / 1.06",0.091556,-3.4492,0.0036651,2.4359
"185.1290 / 10.40  MH",3.0562,1.6117,0.0036651,2.4359
"463.3005 / 24.04",0.34752,-1.5248,0.0036651,2.4359
"116.9861 / 0.35",0.35212,-1.5059,0.0036651,2.4359
"246.9234 / 1.29",2.0269,1.0192,0.0036651,2.4359
"451.7486 / 11.00",0.0057123,-7.4517,0.00367,2.4353
"778.4067 / 20.67",0.0064258,-7.2819,0.00367,2.4353
"403.1741 / 10.59",0.0083292,-6.9076,0.00367,2.4353
"605.3328 / 20.88  M-2H2-",0.0088823,-6.8148,0.00367,2.4353
"172.0055 / 9.90",0.0088858,-6.8143,0.00367,2.4353
"716.3624 / 20.64",0.009804,-6.6724,0.00367,2.4353
"557.8463 / 19.36  M2H2",0.010209,-6.614,0.00367,2.4353
"665.3350 / 17.49",0.010931,-6.5154,0.00367,2.4353
"445.2209 / 18.08",0.011644,-6.4243,0.00367,2.4353
"570.2771 / 17.73  MHNa2",0.017112,-5.8689,0.00367,2.4353
"481.2610 / 18.31",0.019063,-5.7131,0.00367,2.4353
"352.1824 / 4.75  M2H2",0.020494,-5.6087,0.00367,2.4353
"917.9471 / 19.14  M-2H2-",0.013819,-6.1772,0.0037964,2.4206
"216.1281 / 12.72",0.088205,-3.503,0.0037964,2.4206
"217.0034 / 8.04",0.1993,-2.327,0.0038388,2.4158
"141.0176 / 4.65",0.31643,-1.66,0.0038388,2.4158
"305.0208 / 7.72",0.29932,-1.7402,0.0038476,2.4148
"565.3310 / 19.85  M4H4",0.026553,-5.235,0.0038674,2.4126
"470.3315 / 13.95",0.10227,-3.2896,0.0038786,2.4113
"497.7582 / 20.52",0.0059478,-7.3934,0.0038927,2.4097
"575.2274 / 18.99",0.0069044,-7.1783,0.0038927,2.4097
"341.2260 / 2.45  M2H2",0.00073675,-10.407,0.0038972,2.4092
"232.1081 / 7.96  MNH4",0.0020152,-8.9548,0.0038972,2.4092
"465.1648 / 3.21",0.0020688,-8.917,0.0038972,2.4092
"384.1834 / 4.79  M2H2",0.0031983,-8.2885,0.0038972,2.4092
"355.1975 / 3.34",0.0057336,-7.4464,0.0038972,2.4092
"667.8575 / 16.94",0.0058568,-7.4157,0.0038972,2.4092
"551.0319 / 12.29",0.065352,-3.9356,0.0038972,2.4092
"223.0587 / 12.64",0.094388,-3.4053,0.0038972,2.4092
"142.9985 / 1.61",33.237,5.0547,0.0038997,2.409
"392.0074 / 21.56  MNa",0.0060267,-7.3744,0.0039398,2.4045
"301.1416 / 7.64",2.3325,1.2219,0.0039463,2.4038
"347.1208 / 3.39",0.0561,-4.1559,0.00395,2.4034
"588.2411 / 9.33",0.0068174,-7.1966,0.0039767,2.4005
"713.8162 / 19.53",0.016136,-5.9536,0.0039767,2.4005
"716.3563 / 15.04  MNa-2H-",0.017049,-5.8742,0.0039767,2.4005
"354.1730 / 6.89",0.017051,-5.874,0.0039767,2.4005
"645.8199 / 20.35",0.019743,-5.6625,0.0040297,2.3947
"391.2314 / 9.29  M3H3",0.17371,-2.5253,0.0040297,2.3947
"391.5614 / 9.33",0.17443,-2.5193,0.0040297,2.3947
"533.2892 / 11.37",0.05583,-4.1628,0.0040422,2.3934
"247.1117 / 2.76",0.0029446,-8.4077,0.0040467,2.3929
"258.0400 / 11.52",2.2242,1.1533,0.0040467,2.3929
"255.1325 / 2.44  MNa",0.0082827,-6.9157,0.0040801,2.3893
"282.0503 / 22.57",0.35552,-1.492,0.0040801,2.3893
"278.1141 / 2.98",0.0079661,-6.9719,0.0040839,2.3889
"687.2983 / 20.55",0.0061022,-7.3565,0.004095,2.3877
"258.0611 / 2.52",2.7427,1.4556,0.0041404,2.383
"267.9368 / 8.08",0.417,-1.2619,0.0041442,2.3826
"358.2270 / 21.67",0.35819,-1.4812,0.0041518,2.3818
"420.9707 / 1.17",0.031962,-4.9675,0.0041556,2.3814
"223.1083 / 3.05",0.032702,-4.9345,0.0041556,2.3814
"136.0146 / 4.13  MH",0.10629,-3.234,0.0041556,2.3814
"154.0425 / 4.13",0.11028,-3.1808,0.0041556,2.3814
"415.2840 / 23.21",0.12148,-3.0412,0.0041556,2.3814
"110.0351 / 4.09",0.12726,-2.9742,0.0041556,2.3814
"153.0412 / 4.09  MNH4",0.12763,-2.97,0.0041556,2.3814
"426.9873 / 1.20",0.16771,-2.5759,0.0041556,2.3814
"590.9943 / 1.27",0.17719,-2.4966,0.0041556,2.3814
"492.7948 / 18.98  M2H2",0.017494,-5.837,0.0041789,2.3789
"387.0256 / 8.20",0.21636,-2.2085,0.0041789,2.3789
"360.0167 / 1.04",0.33066,-1.5966,0.0041891,2.3779
"218.1034 / 4.80",2.2876,1.1939,0.0041891,2.3779
"520.2505 / 19.57  M2H2",0.090351,-3.4683,0.0042113,2.3756
"381.1455 / 14.79  MNa",0.0023696,-8.7212,0.004234,2.3732
"399.1877 / 4.50",0.0051725,-7.5949,0.004234,2.3732
"333.1923 / 7.69  MH",0.0053618,-7.5431,0.004234,2.3732
"126.0016 / 9.92",0.0067407,-7.2129,0.004234,2.3732
"982.5722 / 18.98  2M-H-",0.0076368,-7.0328,0.004234,2.3732
"906.4651 / 19.20  M-2H2-",0.014745,-6.0836,0.004234,2.3732
"410.2267 / 13.43",0.016509,-5.9206,0.004234,2.3732
"415.1235 / 12.11",48.872,5.6109,0.004234,2.3732
"415.2537 / 10.42",0.03948,-4.6627,0.004234,2.3732
"680.9890 / 19.69  M2HNa3",0.043236,-4.5316,0.0043118,2.3653
"302.1353 / 3.57",0.089007,-3.4899,0.004318,2.3647
"416.2594 / 1.80",0.02707,-5.2072,0.0043624,2.3603
"308.1228 / 2.42",0.018509,-5.7557,0.0043665,2.3599
"202.1178 / 2.66",0.20945,-2.2554,0.0043828,2.3583
"281.1004 / 5.78  2MNa-2H-",0.047141,-4.4069,0.0044779,2.3489
"484.2765 / 19.65",0.0046067,-7.762,0.004479,2.3488
"357.2128 / 10.68",0.0061044,-7.3559,0.004479,2.3488
"905.4240 / 19.67",0.011907,-6.392,0.004479,2.3488
"381.1034 / 14.11  2MNa-2H-",30.716,4.9409,0.0045638,2.3407
"446.2260 / 4.87",0.033742,-4.8893,0.0046174,2.3356
"486.3287 / 19.02",0.0056468,-7.4684,0.00462,2.3354
"358.2203 / 7.43  M3H3",0.0074175,-7.0748,0.00462,2.3354
"486.3656 / 11.05",0.028203,-5.148,0.00462,2.3354
"302.2074 / 5.06",0.029135,-5.1011,0.00462,2.3354
"557.2930 / 8.55  M-H2O-H-",0.040732,-4.6177,0.00462,2.3354
"575.2714 / 19.95",0.20522,-2.2848,0.0046258,2.3348
"873.4176 / 21.10",0.0056106,-7.4776,0.0046543,2.3321
"693.8691 / 20.58  M-2H2-",0.0075399,-7.0512,0.0046543,2.3321
"633.0347 / 12.48",0.35453,-1.496,0.0046582,2.3318
"183.0520 / 6.49",6.288,2.6526,0.0046632,2.3313
"493.2815 / 8.01  2MH",5.0015,2.3224,0.0046632,2.3313
"287.0456 / 5.80",0.22523,-2.1505,0.0046673,2.3309
"344.2524 / 14.66",0.088144,-3.504,0.0047049,2.3274
"389.0151 / 1.15",2.6877,1.4264,0.0047049,2.3274
"673.2323 / 1.62",2.6286,1.3943,0.0047049,2.3274
"242.1010 / 4.80  MNa",2.3867,1.255,0.0047049,2.3274
"399.9928 / 22.27",0.040894,-4.612,0.0047817,2.3204
"153.1275 / 5.25",3.6879,1.8828,0.0047915,2.3195
"694.3235 / 12.47  M2H2",0.13407,-2.8989,0.0047984,2.3189
"444.2235 / 14.53",5.4712,2.4519,0.0047984,2.3189
"152.0282 / 4.13",0.10375,-3.2688,0.0048161,2.3173
"179.0573 / 1.53  MAcO-H-",3.0624,1.6147,0.0048161,2.3173
"166.0184 / 1.86",2.1289,1.0901,0.0048161,2.3173
"588.3178 / 16.08",0.04456,-4.4881,0.0048757,2.312
"566.2603 / 10.89  M2H2",0.049189,-4.3455,0.0048757,2.312
"452.2237 / 17.40  M2Na2",0.25168,-1.9904,0.0049502,2.3054
"230.1534 / 5.50",3.0817e-05,-14.986,0.0050034,2.3007
"279.1528 / 5.36",3.7851e-05,-14.689,0.0050034,2.3007
