"","Loading (t1)","OrthoLoading (to1)"
"267.9339 / 17.77",-0.00078743,-0.0021459
"267.9342 / 14.51",-0.0050725,-0.0049756
"267.9343 / 11.90",0.00079501,-0.007281
"267.9343 / 12.83",-0.0012673,-0.0086034
"267.9343 / 15.23",-0.0037945,-0.0077371
"267.9344 / 11.29",-0.00037686,-0.011992
"267.9347 / 16.20",-0.0084346,-0.0054827
"267.9350 / 5.25",-0.004923,-0.0036247
"267.9354 / 0.03  MAcO-H-",-0.0033735,-0.00078306
"267.9355 / 18.55",-0.0047759,-0.0052344
"267.9356 / 19.20",-0.0040509,-0.0021118
"267.9357 / 9.52",-0.0032253,-0.0099833
"267.9358 / 0.59",-0.0051324,-0.0016483
"267.9359 / 31.41",-0.0018232,0.00068417
"267.9359 / 31.93",-0.0033558,-0.0028265
"267.9361 / 13.44",-0.0032739,-0.013148
"267.9361 / 16.90",-0.008514,-0.00227
"267.9362 / 30.88",0.0063055,-0.0015608
"267.9363 / 30.18",0.00096363,-0.010269
"267.9364 / 29.66",0.0034117,-0.0014972
"267.9366 / 3.65",-0.010953,0.0043496
"267.9367 / 4.16",0.0023801,0.00012383
"267.9368 / 7.29",-0.0097984,-0.0065911
"267.9368 / 8.08",-0.0043992,-0.0022093
"267.9368 / 8.76",-0.011909,-0.00053267
"267.9371 / 2.71",-0.0080008,0.012865
"267.9373 / 6.60",-0.0048332,-0.013039
"268.0106 / 21.27",-0.0091668,-0.0017715
"268.0425 / 2.32",0.0059263,-0.016659
"268.0757 / 4.47",-0.0097007,-0.015521
"268.0758 / 3.94",-0.0015648,-0.014164
"268.1605 / 22.75",0.0036981,0.00061807
"268.8018 / 1.39  M-H-",0.0051461,0.008358
"268.9355 / 5.16",-0.0044218,-0.0070301
"268.9360 / 0.75",-0.0022136,0.0040703
"268.9361 / 0.07",0.00058806,-0.0013097
"268.9361 / 10.18",-0.0036878,-0.006588
"268.9361 / 3.79",0.00012532,-0.0041528
"268.9361 / 9.03",-0.0050862,0.0017089
"268.9363 / 6.90",-0.0041721,-0.0035771
"268.9364 / 30.10",-0.0013424,0.0015896
"268.9365 / 10.93",-0.001869,-0.012927
"268.9368 / 31.90",-0.0016393,0.00048863
"268.9371 / 29.45",0.00022285,0.00057741
"268.9372 / 31.31",-0.0071012,0.0050115
"268.9388 / 5.89",-0.0031077,-0.012444
"269.0665 / 5.11",0.0030052,-0.011764
"269.0779 / 21.46  MNa-2H-",-0.001546,-0.0096553
"269.1369 / 21.45  M-H-",-0.0066039,-0.0094458
"269.1512 / 19.01",0.0028233,-0.0098651
"269.2137 / 23.03",-0.00089618,0.0011568
"269.2502 / 24.12",0.0017295,-0.0028509
"269.9117 / 31.59",0.0015511,0.002372
"269.9146 / 30.73",-0.00064638,-0.000493
"269.9324 / 31.84",-0.00027933,-0.0076616
"269.9341 / 31.05",0.00090656,-0.0023716
"270.0418 / 9.02  MNa-2H-",0.010084,-0.0027798
"270.0748 / 18.65",0.00092408,-0.0092597
"270.1092 / 3.41",-0.011309,-0.01633
"270.2087 / 22.44",0.0056238,-0.0036052
"270.7984 / 1.37",0.005264,0.0083815
"270.9597 / 1.79",0.011662,-0.010406
"271.0162 / 4.82",0.0082517,-0.016042
"271.0757 / 3.41",0.00037255,-0.017577
"271.0815 / 10.17",0.0014171,-0.0017989
"271.1154 / 16.50",-0.001567,-0.0002446
"271.2288 / 23.01",-0.0077251,-0.0054297
"272.0570 / 6.94",0.0052862,-0.017871
"272.1610 / 3.08",-0.011549,-0.016476
"273.0352 / 13.45",0.00053501,-0.0015873
"273.0800 / 19.35",-0.0091273,-0.0036032
"273.1570 / 1.81",-0.012624,-0.013952
"273.1703 / 20.11",-0.00088212,-0.0056692
"273.1932 / 1.06",-0.01118,-0.014383
"273.1974 / 13.51",0.011993,-0.0042341
"274.0353 / 7.73",0.012935,0.0038427
"274.0396 / 9.33",0.010014,-0.0083241
"274.1045 / 1.58",0.0068745,-0.02076
"274.1193 / 4.82",-0.013378,-0.016498
"274.1399 / 1.94",-0.0016085,-0.023001
"274.1400 / 2.57",-0.0026828,-0.017015
"275.0451 / 3.98",0.00234,0.015203
"275.0534 / 18.59",-0.0030455,-0.0080865
"275.0543 / 20.61",0.0039161,0.014624
"275.0767 / 3.92",-0.0080748,-0.015412
"275.0775 / 1.76",-0.0021768,-0.022441
"275.0882 / 1.59",-0.0045312,-0.021453
"275.1036 / 14.05  M-H-",-0.012143,-0.016464
"275.1037 / 16.16",0.0074131,-0.019772
"275.9925 / 2.39",-0.0048377,0.0043782
"275.9955 / 6.41",-1.8413e-05,-0.012636
"276.0005 / 12.63",-0.010062,-0.012193
"276.0843 / 2.74",-0.0082543,0.0044195
"276.0847 / 18.55",-0.0029849,-0.0029451
"276.0997 / 1.88",0.0014442,-0.019767
"276.1610 / 21.69",0.010369,-0.0091804
"276.1987 / 21.97",0.010874,-0.0081151
"277.0028 / 12.60",-0.0071318,-0.011288
"277.0377 / 2.30",0.0001243,0.01426
"277.0545 / 22.61",-0.0055602,-0.0019062
"277.0857 / 1.88",-0.0044824,-0.019287
"277.1191 / 4.96",-0.010445,-0.016729
"277.1219 / 2.71",-0.0087597,-0.016644
"277.1294 / 9.49",-0.0041396,-0.014792
"277.1444 / 22.51",-0.011467,0.0057256
"277.1552 / 10.11  M-H-",-0.013419,-0.015332
"277.1554 / 11.10  M-H-",-0.011254,-0.015688
"277.1819 / 22.26  M-H-",0.010667,-0.0066546
"278.1141 / 2.98",-0.0074245,-0.018879
"278.1253 / 1.60",0.012657,-0.0094683
"278.1581 / 11.15",-0.014264,-0.015166
"279.0176 / 19.66",-0.00080815,0.003637
"279.0185 / 13.81",-0.0018206,-0.010024
"279.0187 / 15.53",-0.0031276,-0.0077184
"279.0200 / 14.61",0.0002039,-0.0088235
"279.0200 / 17.19",0.0011812,0.0001845
"279.0201 / 16.21",0.0010413,0.0018423
"279.0383 / 2.60  MCl-",0.0074658,-0.017644
"279.0557 / 13.01",0.0035218,-0.0075966
"279.0606 / 2.20",0.0066661,-0.015543
"279.0976 / 2.67",-0.0025443,-0.019836
"279.0990 / 7.08",0.0032166,-0.0080277
"279.1341 / 3.30",-0.013556,-0.013821
"279.1962 / 22.59",0.0025888,-0.0081302
"279.2328 / 23.70",-0.0088471,-0.014423
"281.0347 / 2.57",0.006706,-0.017727
"281.0592 / 7.25",-0.0069948,-0.017509
"281.0877 / 7.79",-0.0045749,-0.016682
"281.1002 / 16.35  MNa-2H-",0.0027936,-0.00087938
"281.1004 / 5.78  2MNa-2H-",-0.0087121,-0.010959
"281.1007 / 15.58  MNa-2H-",-0.00057123,-0.006262
"281.1033 / 5.15",0.0032437,-0.019227
"281.1135 / 2.38",-0.0067783,-0.019151
"281.1382 / 21.45",0.0057352,-0.0024007
"281.1756 / 23.06",0.0055208,-0.00089738
"281.2482 / 23.95",-0.0015664,-0.01189
"282.0061 / 2.33  MNa-2H-",0.0083065,-0.014719
"282.0839 / 4.29  M-H-",-0.0048891,-0.010261
"282.1005 / 9.44",0.014604,-0.0078988
"282.1041 / 5.18",0.0016257,-0.01292
"282.1770 / 23.07",0.0055034,-0.0002406
"282.9491 / 1.31",0.0093099,-0.016172
"282.9883 / 8.59",0.00017167,-0.0031509
"283.0272 / 24.68",-0.0029639,0.0052488
"283.0275 / 27.57",0.0045605,-0.0023832
"283.0278 / 25.59",0.0063353,0.0084945
"283.0281 / 26.90",-0.0083199,-0.0017104
"283.0285 / 1.15  M-H-",0.007244,-0.014861
"283.0285 / 22.36",-0.0072808,-0.005617
"283.0290 / 23.32",0.0012304,0.0031018
"283.0291 / 24.18",0.0024381,0.0051133
"283.0301 / 26.32",0.0072629,0.0076346
"283.0682 / 5.30",-0.0030237,-0.022049
"283.0826 / 10.32",0.0050616,-0.0048192
"283.1185 / 21.09  MFA-H-",0.0054728,-0.0011178
"283.1543 / 20.59",0.0047511,-0.0035145
"283.1659 / 19.11",-0.0012148,-0.0024835
"283.2654 / 24.30",-0.0025416,-0.001167
"284.0323 / 1.18",0.0074617,-0.01494
"284.0889 / 7.59",0.0086222,-0.016936
"284.1116 / 3.64",0.0048952,-0.020002
"284.1243 / 2.63  M-H2O-H-",-0.0068953,-0.018567
"284.1245 / 7.51",-0.0020658,-0.023297
"284.1249 / 9.17",-0.010258,-0.018057
"284.9697 / 9.30  MNa-2H-",0.0029435,-0.0090444
"285.0351 / 6.67",0.0086483,-0.0081617
"285.0628 / 2.58",0.0036091,-0.015153
"285.0731 / 2.71  M-H-",0.0036268,-0.016753
"285.0859 / 4.31",0.011065,-0.016349
"285.1106 / 21.84",-0.0046112,-0.0091956
"285.1185 / 3.06",-0.0076125,-0.016062
"285.1315 / 8.34  2MNa-2H-",-0.013364,0.0043939
"285.1843 / 11.06  MAcO-H-",0.00064234,0.0024923
"286.0331 / 10.70",-0.0025115,-0.0087825
"286.0689 / 12.89",-0.005105,-0.01342
"286.1761 / 5.99",-0.0096595,-0.019116
"286.1765 / 9.31",-0.0094107,-0.015924
"286.1768 / 6.78",-0.0094566,-0.015981
"286.1770 / 3.64",-0.011327,-0.015718
"286.1871 / 11.10",0.00047745,0.0026191
"286.1882 / 1.57",-0.013579,-0.014165
"287.0228 / 13.11",0.010299,0.0050013
"287.0439 / 5.22",0.0013318,-0.0065159
"287.0456 / 5.80",-0.0082775,-0.006234
"287.0570 / 13.49",-0.001847,0.007138
"287.1265 / 22.10  M-H-",-0.0083522,-0.010703
"287.1720 / 2.61",-0.011299,-0.016837
"288.0299 / 3.98",-0.0051934,0.003656
"288.0306 / 3.23",0.01006,-0.0030571
"288.1190 / 1.78",-0.0018834,-0.019922
"288.1557 / 1.94",-0.01296,-0.015343
"288.1558 / 2.79",-0.01149,-0.017049
"288.8769 / 2.29",0.0066162,-0.015681
"289.0593 / 8.27",-0.013059,0.0068142
"289.0724 / 11.54",0.0095332,0.010625
"289.0725 / 13.49",0.0021057,0.0065464
"289.0802 / 3.06",0.0024428,-0.014749
"289.1056 / 22.13  MNa-2H-",-0.0074331,-0.0074
"289.1655 / 21.27  M-H-",0.0042529,-0.0044556
"289.9926 / 11.10",-0.0036871,0.00066601
"289.9930 / 9.69",-0.0020595,-0.006132
"289.9931 / 6.97",0.0041028,-0.0041943
"289.9932 / 10.43",0.00043074,-0.0066703
"289.9932 / 11.93",-0.0053411,-0.0037611
"289.9932 / 8.90",-0.0055401,0.004029
"289.9934 / 31.81",0.0036465,2.037e-05
"289.9935 / 30.05",0.0009406,0.0028684
"289.9935 / 30.60",0.0029627,-0.0010864
"289.9935 / 4.88",-0.0013646,-0.0092161
"289.9939 / 0.29",-0.0010889,-0.0026466
"290.0088 / 3.74",0.004464,0.0091265
"290.0089 / 3.23",0.0079916,-0.0023385
"290.0883 / 1.62",0.0053344,-0.021603
"290.1136 / 4.35",-0.01369,-0.014896
"290.1361 / 1.75  MFA-H-",-0.0079959,-0.015939
"290.8476 / 1.38",0.0051301,2.8574e-06
"291.0425 / 5.42",-0.0062807,-0.015879
"291.0823 / 19.75",0.0099395,0.0082175
"291.0984 / 9.56  M-H-",-0.010124,-0.017389
"291.1238 / 22.11  M-H-",-0.0016571,-0.0024488
"291.9875 / 22.40",-0.0033012,-0.0068342
"291.9883 / 0.98",-0.0058605,0.0059328
"291.9883 / 18.91",-0.0064306,-0.0070653
"291.9884 / 16.15",-0.0018591,0.0036018
"291.9884 / 3.78",-0.010541,0.00069527
"291.9889 / 10.87",0.0019702,-0.0085581
"291.9889 / 11.59",0.00025958,-0.011294
"291.9889 / 13.83",-0.0039683,-0.01109
"291.9889 / 30.54  MAcO-H-",0.0002753,0.013151
"291.9891 / 2.68  MFA-H-",-0.00796,0.011202
"291.9892 / 17.01",-0.00017304,-0.0080514
"291.9894 / 17.63",-0.00025453,-0.0036117
"291.9895 / 0.23  MAcO-H-",0.00061721,0.005853
"291.9895 / 19.93",-0.0026395,-0.0056404
"291.9896 / 5.10",-0.0055498,-0.0099636
"291.9897 / 18.22",-0.001127,-0.00571
"291.9897 / 31.05  MAcO-H-",0.0057571,0.0034684
"291.9897 / 6.23",-0.0062513,-0.015642
"291.9898 / 20.64",-0.0046732,-0.0018987
"291.9899 / 31.56",0.00051794,0.00037511
"291.9900 / 14.59",-0.0041588,-0.0070702
"291.9908 / 7.09",-0.0039294,-0.0047197
"291.9908 / 9.26",-0.0056039,-0.01156
"291.9909 / 21.59",-0.0055117,0.0023847
"291.9911 / 8.07",-0.0021704,0.0037989
"291.9918 / 10.16",-0.0012893,-0.010513
"292.0800 / 2.13",0.0039866,-0.00076949
"292.1283 / 2.51",-0.0027727,-0.014986
"292.1286 / 4.23  M-H-",-0.010366,-0.017228
"292.1297 / 3.30",-0.003915,-0.018574
"292.1415 / 2.13  2M-",0.011052,-0.014337
"292.1647 / 1.70",-0.0027779,-0.017208
"292.8449 / 1.34",0.0051093,-0.00025975
"292.9899 / 6.96",-0.0013407,-0.0047775
"292.9904 / 0.98",-0.00038204,0.0042708
"292.9907 / 16.72",-0.0034101,0.0037711
"292.9913 / 15.18",-0.006417,-0.0068395
"292.9916 / 30.11",-0.0007793,-0.0023108
"292.9917 / 14.29",0.0041469,-0.0038053
"292.9917 / 2.62",-0.0069263,0.010003
"292.9918 / 11.51",-0.00048975,-0.0058114
"292.9918 / 15.90",-0.00066709,-0.0050245
"292.9919 / 10.37",0.0013018,0.0050422
"292.9919 / 9.42",-0.0040771,-0.012745
"292.9920 / 13.14",0.0015567,-0.0059231
"292.9921 / 8.81",-0.0037334,0.0043527
"292.9922 / 0.26",-0.0013647,-0.0058757
"292.9922 / 31.57",-0.0026152,0.001886
"292.9923 / 3.83",-0.0019717,-0.0043287
"292.9925 / 4.76",-0.0054217,-0.0010037
"292.9926 / 5.83",-0.00076555,-0.0086263
"292.9926 / 6.38",-0.00068221,-0.010225
"292.9926 / 7.77",-0.0082309,-0.003086
"292.9927 / 30.84",-0.0006836,0.0028781
"293.0509 / 1.53  2MNa-2H-",0.014737,-0.0090426
"293.0524 / 3.86",-0.012243,-0.01397
"293.1129 / 3.92",-0.012938,-0.014014
"293.1135 / 3.01",-0.014082,-0.010908
"293.1140 / 6.70",0.00566,-0.018811
"293.1502 / 5.67",-0.014499,-0.013356
"293.1503 / 5.13",-0.013495,-0.016365
"293.1504 / 7.08  M-H-",-0.0089023,-0.016597
"293.1767 / 21.63",-0.0072961,0.001214
"293.1793 / 24.97",0.0024476,0.0017512
"293.2119 / 23.15",-0.0060974,-0.015895
"293.9522 / 6.38",0.0011389,-0.012593
"293.9902 / 21.59",-0.0058018,0.001285
"294.0561 / 11.35",0.0052114,-0.0010929
"294.0565 / 19.51",0.00013,-0.0029916
"294.1084 / 2.26",-0.0043452,-0.019363
"294.1162 / 2.98",-0.011381,-0.015819
"294.1532 / 7.05",-0.013444,-0.016341
"294.1806 / 21.61",-0.0068354,0.00095364
"294.9928 / 21.56",-0.0024389,0.0012831
"295.0905 / 3.04",-0.0090333,-0.016424
"295.1112 / 7.96",-0.013649,-0.010876
"295.1116 / 8.77  M-H-",-0.016797,-0.0064102
"295.1533 / 21.35",0.0035395,0.0059037
"295.1892 / 23.30",0.0053501,0.0018742
"295.2277 / 22.97  M-H2O-H-",-0.0096554,-0.013341
"296.0983 / 7.21",0.0065589,-0.01905
"296.0998 / 8.48",-0.0097706,-0.014631
"296.1148 / 8.83",-0.0043016,-0.017684
"297.0475 / 21.48",-0.0038798,-0.0028237
"297.0486 / 14.01",0.01203,-0.00071003
"297.0660 / 10.99",0.0040333,-0.016436
"297.0853 / 14.02  MNa-2H-",-0.010932,-0.012821
"297.1347 / 16.60",-0.0030447,0.0052673
"297.1349 / 17.15  M-H-",-0.0059477,0.0008636
"297.1350 / 18.58",-0.0061739,-0.00011028
"297.1353 / 16.09",-0.005544,-0.00048143
"297.1484 / 24.21",-0.0038693,-0.0042229
"297.1537 / 22.98",0.004241,0.0022457
"297.2436 / 23.19",-0.0030165,-0.012165
"298.0424 / 3.51",-0.00016021,-0.0041433
"298.0866 / 13.88",-0.0075135,-0.015671
"298.0956 / 6.28",0.014775,-0.0058973
"298.1381 / 17.17",-0.0060964,0.00034018
"298.1399 / 8.04",-0.013597,-0.015332
"298.1403 / 8.89  M-H-",-0.013868,-0.014804
"298.1407 / 11.69",-0.01332,-0.015021
"298.1566 / 23.04",0.003724,0.0021281
"298.1767 / 4.72",-0.012589,-0.015792
"298.1769 / 3.86",-0.01255,-0.015686
"299.0050 / 1.17  M-H-",-0.012504,0.010577
"299.0051 / 9.18",-0.0052691,0.0040753
"299.0057 / 30.87",-0.002741,0.0055723
"299.0061 / 31.89",-0.00028274,0.0025461
"299.0061 / 6.05",-0.0045916,-0.011943
"299.0063 / 0.43",-0.012492,0.011043
"299.0063 / 14.35",-0.0048469,-0.01349
"299.0063 / 7.58",-0.0088799,-0.0027812
"299.0064 / 13.34",-0.0065304,-0.015597
"299.0065 / 24.12",0.00267,-0.0052102
"299.0065 / 5.40",-0.00070582,-0.0098671
"299.0066 / 16.15",-0.00041037,-0.013214
"299.0068 / 15.17",-0.0079268,-0.015672
"299.0068 / 29.51",-0.0016055,0.0025764
"299.0068 / 8.50",-0.010318,0.004345
"299.0070 / 10.84",-0.0014064,-0.0094378
"299.0070 / 21.95",-0.00043428,-0.0092631
"299.0070 / 4.85",-0.00081241,-0.0062658
"299.0071 / 20.97",-0.0040582,-0.0016558
"299.0072 / 10.16",-0.00084529,-0.0144
"299.0072 / 18.38",-0.0074646,-0.0011634
"299.0072 / 20.11",-0.00226,-0.0035528
"299.0073 / 19.42",-0.00073121,-0.0045235
"299.0079 / 27.96",0.0010671,0.0039574
"299.0081 / 17.32",-0.010754,-0.0055357
"299.0082 / 22.97",0.0033589,-0.0032326
"299.0774 / 9.49  MK-2H-",0.00024754,-0.0043495
"299.0805 / 20.75",-0.0082564,-0.011355
"299.1251 / 10.29  M-H-",-0.0006677,-0.013627
"299.1257 / 11.87  M-H-",-0.0056167,-0.017597
"299.1439 / 8.89",-0.01308,-0.015642
"299.1635 / 22.26  MNa-2H-",0.010761,-0.0063146
"299.2025 / 23.21  M-H2O-H-",0.0052921,-2.3501e-05
"299.2589 / 23.37",-0.007876,-0.006429
"300.0388 / 1.60",-0.0070374,-0.018128
"300.1058 / 4.80",0.010193,-0.016991
"300.1195 / 3.47  M-H-",-0.013053,-0.013448
"300.1341 / 11.90  M-",-0.0076722,-0.016944
"300.1555 / 14.32",-0.0092599,-0.01601
"300.1825 / 5.87",-0.0017645,0.0015752
"300.1921 / 10.30",-0.0090119,-0.018245
"300.1922 / 5.07",-0.0086975,-0.01704
"300.1922 / 8.15",-0.013074,-0.015787
"300.1925 / 6.74",-0.0086671,-0.016098
"300.1925 / 7.26",-0.013278,-0.014987
"300.1929 / 11.44",-0.011659,-0.014863
"301.0265 / 1.10",0.0060138,-0.01318
"301.0989 / 21.55",0.0041264,-0.00022376
"301.1052 / 20.46",0.0089173,0.0057402
"301.1110 / 23.09",-0.004946,-0.01104
"301.1172 / 3.32",-0.012905,-0.014481
"301.1951 / 10.27",-0.0074292,-0.0176
"301.2171 / 22.93  M-H2O-H-",0.0012046,0.0050951
"301.2171 / 23.47",0.002132,-0.0088712
"302.0279 / 1.04",0.0069823,-0.014622
"302.0359 / 1.57",-0.0039368,-0.019359
"302.0540 / 2.51",0.009624,-0.015508
"302.1148 / 12.76",0.0036383,-0.0091152
"302.1349 / 3.61",-0.0075549,-0.019688
"302.1352 / 2.70  M-H-",-0.0055945,-0.019031
"302.1502 / 8.09  M-H-",-0.012637,-0.015923
"302.1705 / 2.60  M-H-",-0.012668,-0.016173
"302.1717 / 3.39",-0.012783,-0.015869
"303.0630 / 9.32",0.009298,-0.0041038
"303.0728 / 5.11  M-H-",0.0077018,-0.01016
"303.0808 / 1.44",0.015653,-0.0086825
"303.0838 / 2.74  MAcO-H-",0.0037688,-0.017055
"303.0853 / 21.05",-0.005689,0.0048337
"303.1214 / 20.46  M-H-",-0.0050823,-0.0096326
"303.1309 / 1.53",-0.0035831,-0.021385
"303.1376 / 18.60",-0.0070083,-0.014958
"303.1447 / 13.93",0.0052022,-0.0075648
"303.1453 / 12.11",0.0089529,-0.0056038
"303.1959 / 22.59",-0.0053804,-0.0040086
"303.2323 / 23.65",-0.0063542,-0.018266
"303.8996 / 30.26",-0.0020519,0.0032221
"303.8996 / 7.18",-0.0092283,-0.0026571
"303.8999 / 6.23",-0.00099247,-0.014663
"303.9001 / 0.30",-0.0014963,0.0010729
"303.9004 / 2.68",-0.0039107,0.0056093
"303.9007 / 30.92",-0.0016501,0.0039337
"303.9009 / 0.96",0.00021893,0.0028708
"303.9009 / 9.20  MAcO-H-",-0.0064959,-0.0030986
"303.9010 / 12.09",-0.0046169,-0.00019491
"303.9010 / 7.84",-0.0072643,-0.0069511
"303.9010 / 9.79",-0.00746,-0.012144
"303.9011 / 10.77",-0.00013203,-0.014262
"303.9012 / 12.78",-0.0082934,-0.0072572
"303.9014 / 3.68",-0.0052835,0.0035639
"303.9015 / 31.76",-0.00053496,0.0044567
"303.9015 / 4.96",-0.0051134,0.0013468
"303.9016 / 29.38",0.0040922,0.0090957
"303.9205 / 1.48",0.01078,0.0018675
"304.0251 / 8.22",-0.0119,0.0050295
"304.1293 / 5.16",-0.011243,-0.01822
"304.1329 / 2.51",-0.0072771,-0.017472
"304.1509 / 2.32  MFA-H-",-0.01218,-0.01659
"304.2381 / 23.64",-0.0073804,-0.017717
"305.0208 / 7.72",-0.0058007,-0.0016984
"305.0217 / 0.27",-0.0033221,0.010729
"305.0220 / 16.98",-0.0041991,-0.0081134
"305.0225 / 13.79",-0.001351,-0.01422
"305.0227 / 21.94",0.0019593,-0.0080143
"305.0229 / 10.19  M-H-",-0.0052042,-0.015978
"305.0229 / 31.74  2MNa-2H-",-0.0023645,0.00080762
"305.0231 / 7.02  2MNa-2H-",-0.0049201,-0.012503
"305.0233 / 5.76",-0.0055801,-0.0098086
"305.0233 / 9.46  M-H-",-0.0032263,-0.0093395
"305.0235 / 26.77  2MNa-2H-",-0.00090627,0.0032869
"305.0235 / 29.74  M-H-",-0.0071707,0.004584
"305.0235 / 30.27",-0.0017904,0.0041206
"305.0235 / 8.69  M-H-",-0.0062081,0.0020475
"305.0236 / 11.34  M-H-",-0.0024591,-0.0070358
"305.0236 / 30.98",-0.00016539,-0.0037665
"305.0237 / 18.43",-0.007556,-0.015564
"305.0239 / 1.33  M-H-",0.0021215,-0.0063983
"305.0239 / 10.84  M-H-",-0.0022198,-0.0069991
"305.0239 / 23.80",0.0056925,0.00981
"305.0240 / 12.92  M-H-",-0.0059808,-0.014906
"305.0240 / 15.74",-0.0041758,-0.009335
"305.0244 / 16.39",-0.005645,-0.013499
"305.0244 / 19.08",-0.0025551,-0.0031744
"305.0244 / 25.89  2MNa-2H-",0.0036231,0.0081579
"305.0246 / 20.31  2MNa-2H-",-0.0041971,-0.0073192
"305.0246 / 28.09  2MNa-2H-",0.0045204,-0.0024705
"305.0252 / 25.21  M-H-",0.0036711,0.0086863
"305.0253 / 22.91  M-H-",-3.3003e-06,-0.0020622
"305.0257 / 14.64",-0.0026139,-0.01071
"305.0993 / 20.75",-0.0078309,-0.011886
"305.1152 / 4.95",0.013554,-0.0089721
"306.0290 / 1.18",0.00011102,-0.004554
"306.0591 / 8.40",0.016605,-0.003219
"306.1448 / 4.88",-0.0049467,-0.019208
"307.0651 / 21.66  M-H-",-0.0048375,-0.00082164
"307.0932 / 14.00",-0.0020494,-0.0029167
"307.1157 / 21.53",0.0061623,-0.00022895
"307.1875 / 23.22",-0.0010486,-0.0065935
"307.9850 / 3.83",-0.010755,-0.016229
"308.1228 / 2.42",-0.0097376,-0.014634
"308.1614 / 1.54",-0.010522,-0.014834
"308.9935 / 9.04  MFA-H-",0.0048679,-0.0048877
"309.0989 / 21.35",-0.0018881,-0.0033998
"309.1035 / 22.53",-0.00032338,-0.0072008
"309.1062 / 6.82",-0.010915,-0.015664
"309.1076 / 2.19  M-H-",-0.0074633,-0.016196
"309.1080 / 4.47",0.0081126,-0.017346
"309.1085 / 2.70",-0.012049,-0.014895
"309.1191 / 12.15",-0.00022103,-0.0056138
"309.1338 / 21.21  MAcO-H-",0.0020768,-0.0065289
"309.1339 / 21.72  MTFA-H-",0.0038913,-0.0040078
"309.1428 / 4.99",-0.010404,-0.017642
"309.1698 / 21.76  MAcO-H-",0.00022074,-0.0021498
"309.1735 / 28.33",-0.0049279,0.014113
"309.1764 / 23.50",0.0040786,-8.6672e-05
"309.1850 / 22.35",-0.00043257,0.0019378
"309.2053 / 23.51",0.011939,0.0068569
"310.0041 / 21.27  M-H-",-0.0074018,-0.0022983
"310.1110 / 2.67",0.0011243,-0.022876
"310.1159 / 10.23",0.0076762,-0.019005
"310.2089 / 23.53",0.011781,0.0057096
"310.8375 / 22.60",-0.0058382,-0.010248
"310.9709 / 2.05  M-H-",0.0082534,-0.0026872
"311.0511 / 13.51",0.0031066,0.010139
"311.0714 / 12.82  M-H-",-0.0047456,-0.013781
"311.1062 / 4.37",-0.007449,-0.019175
"311.1397 / 12.98  M-H-",-0.01149,-0.013912
"311.1592 / 3.40",-0.01383,-0.013025
"311.1683 / 25.28",0.004199,0.00086308
"311.1694 / 24.32",0.0035163,0.0024939
"311.1708 / 23.72",-0.0010883,-0.0031257
"311.2231 / 22.76",0.0013996,0.0026131
"311.2957 / 24.76",-0.0013388,-0.0014823
"311.6658 / 22.73  M-2H2-",-0.0012242,-0.0070388
"312.0021 / 21.27  M-H-",-0.0045524,-0.0069097
"312.1486 / 12.95  M-",-0.013221,-0.014916
"312.1556 / 13.87",-0.0022715,-0.0079059
"312.1562 / 11.99  M-H-",-0.015874,-0.0096462
"312.1721 / 24.49",0.003082,-0.002928
"313.0561 / 5.11",-0.0029113,-0.010681
"313.0801 / 9.56  MNa-2H-",-0.010114,-0.015632
"313.0924 / 6.41  2MNa-2H-",6.3778e-06,-0.012752
"313.0932 / 9.36",-0.0078969,-0.013537
"313.0937 / 13.89",0.0070327,-0.0085936
"313.1205 / 21.50",-0.0060509,-0.0057606
"313.1295 / 18.93",-0.0037592,-0.0055387
"313.2014 / 21.28",-0.0029717,-0.0054884
"313.2386 / 22.83  M-H-",0.0053139,0.0011746
"314.1142 / 15.17",-0.014581,-0.010992
"314.1347 / 7.73",-0.014351,-0.013153
"314.1349 / 2.76  M-H2O-H-",-0.0075245,-0.011628
"314.1613 / 15.93",-0.0049483,-0.0053059
"314.1719 / 3.61  M-H2O-H-",-0.010749,-0.010861
"314.2069 / 12.29",-0.0099579,-0.017523
"314.2073 / 11.03",-0.01175,-0.015405
"314.2075 / 10.39",-0.0085923,-0.015922
"314.2077 / 7.89",-0.011305,-0.017717
"315.0726 / 4.47",0.0077523,-0.008089
"315.1064 / 13.94",0.0070605,0.011501
"315.1146 / 22.06",0.0064664,0.0010955
"315.1319 / 6.08",-0.013077,-0.015551
"315.1322 / 7.08  MNa-2H-",-0.010861,-0.016346
"315.1643 / 2.76",-0.010293,-0.017912
"315.2539 / 22.83",-0.0027324,-0.00307
"316.0608 / 8.34",-0.012524,0.005411
"316.1504 / 3.80",-0.012817,-0.015582
"316.1507 / 2.35",-0.011579,-0.017167
"316.1520 / 3.10",-0.011304,-0.01594
"316.1658 / 11.89  M-H-",-0.014017,-0.014765
"316.1658 / 13.02  M-H2O-H-",-0.013903,-0.014694
"316.1865 / 3.67",-0.013358,-0.017087
"316.1871 / 6.14",-0.013266,-0.017236
"316.1871 / 6.69",-0.013239,-0.015631
"316.1871 / 8.21",-0.011228,-0.017595
"317.0969 / 3.71",-0.0086165,-0.011374
"317.1119 / 3.21",-0.013213,-0.0082317
"317.1248 / 4.63",-0.010317,-0.017964
