"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"545.0149 / 13.30",0.10771,0.43977,0.46538,0.46428,0.46417
"545.0149 / 14.64",0.16354,0.36167,0.80287,0.81872,0.81893
"545.0149 / 15.50",0.11504,1.0686,1.0789,1.075,1.0746
"545.0150 / 12.59",0.32206,0.39588,0.39387,0.39409,0.39524
"545.0152 / 13.80",0.17268,1.0437,1.0511,1.0476,1.0479
"545.0155 / 17.35",0.87049,0.85043,0.86665,0.86356,0.86402
"545.0158 / 27.90",0.015435,0.012165,0.019778,0.019775,0.019859
"545.0166 / 11.44",0.16711,0.80591,0.79632,0.79382,0.79435
"545.0166 / 16.01",0.28628,0.64762,0.6384,0.64279,0.64258
"545.0168 / 22.20",1.1119,1.7982,1.7704,1.7683,1.7711
"545.0169 / 20.14",0.48998,0.62091,0.66418,0.66886,0.6686
"545.0169 / 23.46",0.013651,0.076828,0.087745,0.089442,0.089479
"545.0174 / 24.04",0.072566,0.085809,0.084452,0.084243,0.084218
"545.0178 / 22.94",0.030817,0.15923,0.15841,0.15784,0.1578
"545.2088 / 23.22",0.055675,0.082885,0.087836,0.088638,0.088634
"545.2427 / 19.25",1.4221,1.1682,1.1676,1.164,1.1639
"545.2565 / 15.50  MNa-2H-",1.3486,1.0667,1.052,1.0485,1.0481
"545.2579 / 14.38",1.0264,0.96949,0.95421,0.95411,0.95471
"545.2679 / 1.93",2.2168,1.768,1.7443,1.7385,1.738
"545.2924 / 13.42",1.9511,1.5644,1.5433,1.544,1.5436
"545.2949 / 12.83  MAcO-H-",1.4546,1.1921,1.1795,1.1752,1.1751
"545.3402 / 1.00",1.582,1.359,1.4011,1.3962,1.3957
"546.1547 / 11.22",0.022036,0.40553,0.4232,0.43093,0.43155
"546.2433 / 15.64",1.5631,1.2727,1.2561,1.2517,1.2515
"546.2753 / 10.70  M-H-",1.5622,1.2554,1.2448,1.2405,1.2402
"546.2963 / 19.53  M-2H2-",1.7049,1.3435,1.3402,1.3353,1.3348
"546.3015 / 22.48",0.11542,0.81986,0.80803,0.83606,0.83634
"546.3095 / 15.65  M-2H2-",1.207,0.99265,0.9943,1.0064,1.0062
"546.3160 / 23.62",0.78043,0.74954,0.7405,0.74197,0.74193
"546.7703 / 13.78",0.60426,0.60722,0.60466,0.60997,0.60983
"547.0402 / 2.79  3M2Na-3H-",0.71064,1.4727,1.4496,1.4443,1.4438
"547.1039 / 21.53",0.051206,0.052598,0.053142,0.052952,0.052985
"547.1756 / 2.60",0.16796,1.2837,1.2677,1.2656,1.2651
"547.1824 / 11.67  MNa-2H-",0.93637,0.9431,0.96462,0.96345,0.96555
"547.1974 / 19.10",0.91095,1.0012,0.98698,0.9894,0.98986
"547.2163 / 14.58",1.3585,1.0908,1.1009,1.1051,1.1047
"547.2280 / 20.46",0.35448,0.5416,0.58869,0.58645,0.58686
"547.2510 / 12.03",1.3097,1.0431,1.0359,1.032,1.0318
"547.2679 / 17.80",0.93107,0.77873,0.77361,0.78781,0.78763
"548.2018 / 11.28",1.1544,1.0176,1.0105,1.0119,1.0115
"548.2252 / 13.62",1.2879,1.0149,1.0464,1.043,1.0426
"548.2378 / 11.08  M-H-",1.5619,1.2576,1.2559,1.2514,1.251
"548.2579 / 3.21",1.1781,1.0632,1.0468,1.0431,1.043
"548.2710 / 16.91",1.6671,1.3318,1.3319,1.3271,1.3266
"548.2729 / 13.82",1.559,1.2622,1.2451,1.2407,1.2403
"549.1271 / 20.74",0.03491,0.33875,0.33343,0.33215,0.33215
"549.1954 / 14.09  MNa-2H-",1.522,1.204,1.1883,1.1843,1.1839
"549.1959 / 10.55  2MNa-2H-",0.022562,0.79346,1.0069,1.0048,1.0045
"549.1997 / 23.53",0.094068,0.09078,0.089508,0.090712,0.09068
"549.2293 / 6.73",0.65211,0.67516,0.71152,0.71982,0.71959
"549.2406 / 23.65",0.20307,0.28819,0.28474,0.28508,0.28499
"549.2596 / 18.60",0.3871,1.0379,1.0241,1.0318,1.0315
"549.2682 / 6.27  2MNa-2H-",0.97336,1.0052,0.99972,0.99688,0.99726
"549.2698 / 5.51  2MNa-2H-",0.99542,0.9393,0.92669,0.92325,0.92306
"550.2508 / 11.45",0.92363,0.86836,0.85505,0.85213,0.85204
"550.2829 / 14.66  MNa-2H-",1.1597,0.93762,0.93051,0.92968,0.92939
"550.2834 / 14.03  MNa-2H-",1.3079,1.1043,1.0867,1.0826,1.0822
"550.2931 / 17.74  M-2H2-",0.95382,0.77368,0.785,0.8142,0.81567
"550.3004 / 7.09",1.2276,1.0769,1.0775,1.0848,1.0852
"551.0279 / 29.74",1.4349,1.6847,1.66,1.654,1.6543
"551.0315 / 7.32",0.39474,1.3069,1.2868,1.2872,1.2869
"551.0317 / 13.36",0.74377,0.58684,0.82927,0.88108,0.88473
"551.0317 / 30.78",0.011454,0.034896,0.36955,0.40716,0.40714
"551.0319 / 12.29",1.0655,1.0227,1.008,1.0042,1.0041
"551.0319 / 8.10",0.61584,0.97789,1.0101,1.0142,1.0139
"551.0320 / 20.29",0.64645,0.59334,0.6681,0.66597,0.66585
"551.0325 / 11.38",0.48496,0.49931,0.49324,0.51055,0.51495
"551.0326 / 28.05",0.33273,0.74364,0.73181,0.77725,0.78021
"551.0327 / 1.33",0.025347,0.060935,0.062416,0.062715,0.06269
"551.0327 / 14.96",0.5785,1.0497,1.0335,1.0318,1.0344
"551.0331 / 17.25",0.42267,0.4043,0.41186,0.446,0.44683
"551.0331 / 19.66",0.16013,0.17258,0.41634,0.43542,0.43786
"551.0336 / 10.66",0.34523,1.1256,1.1584,1.154,1.1537
"551.0338 / 18.14",0.80633,1.1597,1.1516,1.1481,1.148
"551.0339 / 15.50",0.09825,0.47352,0.68742,0.70439,0.70564
"551.0339 / 18.90",0.41869,0.71691,0.78085,0.77856,0.77865
"551.0343 / 16.46",1.0814,0.88066,0.87053,0.86803,0.86797
"551.0343 / 25.92",0.018678,0.017659,0.026304,0.026208,0.026282
"551.0346 / 14.20",0.30706,0.5831,0.64001,0.65544,0.65555
"551.0349 / 23.86",0.036628,0.030778,0.0347,0.035127,0.035188
"551.0350 / 23.01",0.023226,0.022735,0.023101,0.023431,0.023548
"551.0352 / 22.22",0.0576,0.068015,0.069166,0.069063,0.069064
"551.0354 / 25.21",0.022303,0.01765,0.02678,0.026695,0.026743
"551.1051 / 20.75",0.18312,0.14444,0.14391,0.14383,0.1443
"551.1978 / 9.09",0.78501,0.91507,0.94354,0.94798,0.94816
"551.2272 / 9.70",0.67931,0.73929,0.74083,0.738,0.7393
"551.2817 / 19.29  M-H-",1.895,1.4979,1.4803,1.4753,1.4747
"552.0352 / 24.87",0.32003,0.58545,0.57649,0.57465,0.57444
"552.0355 / 25.96",0.013501,0.015177,0.023697,0.023612,0.023744
"552.0356 / 24.19",0.010157,0.0087222,0.0099654,0.010344,0.010643
"552.0360 / 27.25",0.050863,0.084683,0.091997,0.093132,0.093126
"552.0362 / 1.22",0.030262,0.066717,0.066599,0.066733,0.066705
"552.0362 / 25.44",0.18389,0.98334,1.0494,1.0472,1.047
"552.0363 / 23.32",0.22717,0.79915,0.8688,0.87345,0.87349
"552.0364 / 21.47",0.15533,0.20034,0.20334,0.20732,0.21299
"552.2638 / 19.07",1.4886,1.1757,1.1607,1.1563,1.1558
"552.2658 / 13.14",2.2618,1.7828,1.7715,1.7651,1.7644
"552.3021 / 20.30  M-H2O-H-",1.3181,1.0676,1.0806,1.0818,1.0817
"553.1222 / 21.56",0.036738,0.043906,0.047784,0.04762,0.047638
"553.2611 / 12.95",1.8988,1.4994,1.4811,1.4765,1.476
"553.2641 / 13.63",1.9091,1.5302,1.5101,1.505,1.5044
"553.2971 / 10.54  M-H-",1.1918,1.1593,1.1589,1.1556,1.1556
"553.2998 / 20.02",1.5726,1.2506,1.2312,1.2265,1.226
"553.9978 / 21.56",0.36439,0.29892,0.32309,0.34966,0.35096
"554.2245 / 16.90  M-H-",1.163,0.94199,0.94249,0.93904,0.93865
"554.2601 / 9.42",1.0481,0.91761,0.92725,0.93141,0.93109
"554.2629 / 3.59",0.6043,0.76287,0.76495,0.76207,0.76192
"554.2923 / 11.49",1.6089,1.2901,1.27,1.2655,1.2653
"554.3470 / 23.89",0.28161,0.34879,0.34572,0.36753,0.36738
"555.1889 / 17.17  MTFA-H-",1.2474,1.0412,1.025,1.0211,1.0207
"555.2143 / 23.51",0.083358,0.076033,0.074823,0.076181,0.076157
"555.2682 / 8.92  MNa-2H-",0.32892,0.60874,0.61238,0.62134,0.6224
"555.2759 / 16.81",1.3377,1.0543,1.0428,1.0406,1.0401
"555.2917 / 23.24",0.046155,0.36934,0.38905,0.47482,0.47479
"555.3150 / 13.44",0.97501,0.83521,0.85204,0.86566,0.86559
"555.3619 / 10.78",1.0981,1.067,1.0574,1.0541,1.0541
"555.7585 / 17.96  M-2H2-",0.7393,0.58366,0.6864,0.72032,0.72031
"555.8283 / 19.37",0.49134,0.46691,0.46484,0.46357,0.46418
"555.9808 / 1.04",0.28515,0.57701,0.56916,0.56699,0.56685
"555.9942 / 21.59",0.4869,0.81963,0.86729,0.87324,0.87342
"556.2263 / 3.06",1.5993,1.3027,1.2871,1.2851,1.2845
"556.2607 / 15.11",1.7891,1.4351,1.4133,1.4113,1.4108
"556.2724 / 4.72",1.155,1.1187,1.1171,1.1147,1.1148
"556.3079 / 9.12",0.68893,1.0889,1.1036,1.0995,1.1002
"556.3091 / 13.10",0.9715,0.8748,0.86108,0.85902,0.85911
"556.3469 / 16.14",0.68451,0.63805,0.6512,0.65092,0.65068
"557.1351 / 3.92  2MNa-2H-",0.33043,0.33279,0.36883,0.37247,0.37652
"557.1774 / 24.23",0.061225,0.055527,0.069256,0.069017,0.06899
"557.2157 / 1.06",0.74161,1.0339,1.0223,1.028,1.0285
"557.2560 / 15.51",1.7539,1.3882,1.3662,1.3649,1.3643
"557.2925 / 10.86  MFA-H-",0.83932,0.95608,0.97004,0.96655,0.96713
"557.2928 / 15.12",1.877,1.5063,1.4824,1.4782,1.4776
"557.2930 / 8.55  M-H2O-H-",1.2225,1.2576,1.2762,1.272,1.2735
"557.3124 / 13.07",0.89048,0.90448,0.8961,0.8964,0.89706
"557.3296 / 16.50  M-H-",1.0322,1.1719,1.1651,1.1619,1.1624
"557.3415 / 8.75",1.3059,1.2599,1.2588,1.256,1.2561
"557.3949 / 16.45",0.024906,0.62552,0.64151,0.64261,0.64284
"558.2373 / 20.77  M-H-",1.4368,1.1479,1.1297,1.1256,1.1253
"558.2527 / 5.29  MNa-2H-",0.98899,0.98385,0.98824,0.98446,0.98435
"558.2584 / 14.82  M-H-",1.5381,1.2981,1.2782,1.2743,1.2739
"558.2874 / 6.73",1.1397,0.98907,0.97365,0.98035,0.98026
"558.2881 / 4.66",1.1676,0.94882,0.95071,0.94804,0.94786
"558.2955 / 8.59",0.82269,1.1868,1.1868,1.1901,1.191
"558.3124 / 15.54",1.1245,0.98499,0.97192,0.96862,0.96832
"558.3242 / 12.39",1.1244,0.98577,0.98766,0.99309,0.9929
"558.3402 / 8.59",1.0891,1.0666,1.0641,1.0621,1.0622
"558.5923 / 1.47",0.018249,0.32857,0.32735,0.32624,0.32651
"558.7644 / 19.86  M-2H2-",2.3294,1.8512,1.823,1.8169,1.8161
"559.2139 / 15.06",0.73295,0.5989,0.61459,0.62547,0.62522
"559.2243 / 15.67",1.2457,1.2421,1.2322,1.2285,1.228
"559.3112 / 12.54  M-H-",0.90883,0.8896,0.87551,0.87479,0.87591
"559.3350 / 16.47  M-H-",0.41805,0.54862,0.54754,0.54753,0.54971
"560.2540 / 8.73",1.2986,1.1522,1.1462,1.142,1.1421
"560.2918 / 13.61",1.292,1.1563,1.1401,1.1393,1.1393
"560.3073 / 19.01  M-H-",1.5055,1.2983,1.2967,1.2991,1.2986
"560.3140 / 12.51",0.39669,0.38157,0.4051,0.41344,0.41386
"560.5901 / 1.44  2MNa-2H-",0.03216,0.30805,0.30752,0.30708,0.3072
"561.1144 / 13.94",0.72964,0.60519,0.61812,0.6329,0.63272
"561.1209 / 22.05",0.055374,0.052975,0.05382,0.055783,0.055864
"561.1267 / 13.10  MNa-2H-",0.0095667,0.5414,0.5451,0.56401,0.56466
"561.2842 / 17.71",1.2353,0.98957,0.98877,0.98834,0.98825
"561.7243 / 18.72  M-2H2-",1.06,0.84723,0.902,0.89992,0.90012
"561.7839 / 18.32",0.81401,0.64712,0.68427,0.68861,0.68836
"562.2518 / 11.06",1.0467,0.92201,0.90749,0.90405,0.90417
"562.2669 / 17.13",1.2374,1.0431,1.0276,1.0254,1.0251
"562.2889 / 17.42",1.4261,1.1332,1.1188,1.1153,1.115
"562.5858 / 1.44",0.025077,0.32895,0.32585,0.32522,0.32533
"563.2119 / 15.27  MNa-2H-",1.214,1.1749,1.1748,1.172,1.1721
"563.2436 / 14.23  MNa-2H-",1.5156,1.1947,1.1769,1.1724,1.1721
"563.2453 / 20.96  M-H-",0.7009,0.56775,0.61525,0.6211,0.62296
"563.2799 / 8.19  MNa-2H-",1.4156,1.1234,1.143,1.1522,1.1518
"563.2803 / 12.26",1.1822,1.015,1.0205,1.0305,1.0308
"563.7293 / 19.49",0.78506,0.81256,0.81073,0.81484,0.81566
"563.7772 / 10.36",1.158,1.0725,1.0635,1.0596,1.0593
"564.3021 / 16.56",1.2857,1.0544,1.0411,1.042,1.0421
"564.3038 / 19.44  M-H2O-H-",1.1435,0.99019,0.98912,0.98593,0.9859
"565.1754 / 4.29  2M-H-",1.2123,0.9563,0.96212,0.95982,0.9596
"565.2367 / 22.97",0.76318,0.64444,0.68312,0.718,0.71906
"565.2404 / 9.00  MK-2H-",1.1927,1.0836,1.0683,1.0678,1.068
"565.2585 / 11.79",1.4427,1.1536,1.1387,1.1383,1.1378
"565.2616 / 3.54",0.65853,0.52888,0.52437,0.54067,0.54132
"565.2957 / 13.59  MNa-2H-",1.3744,1.1095,1.0982,1.094,1.0937
"565.2976 / 19.98",0.20512,0.35497,0.38061,0.38186,0.38192
"565.3210 / 20.36",0.030113,0.025328,0.057588,0.057428,0.057404
"566.2051 / 11.15  MNa-2H-",1.0104,1.0131,1.0229,1.0193,1.0193
"566.2245 / 15.77  M-H-",1.2456,0.99475,0.99134,0.9889,0.98868
"566.2321 / 7.35  MNa-2H-",0.80722,0.72157,0.72197,0.74312,0.74496
"566.2924 / 6.91  M-H-",1.5532,1.3104,1.2933,1.2911,1.2907
"566.2930 / 8.49",0.84161,0.69819,0.68789,0.6889,0.68886
"566.2966 / 9.42",0.60894,0.86429,0.85655,0.85709,0.85697
"566.7490 / 17.96",0.81433,0.70842,0.71535,0.74007,0.74169
"566.7855 / 17.07",0.67555,0.68992,0.68438,0.68369,0.68477
"567.0065 / 1.33",0.12463,0.10621,0.13404,0.13353,0.13371
"567.0506 / 1.12",0.2053,0.26144,0.25757,0.2579,0.25849
"567.1415 / 22.05",0.055412,0.04886,0.054254,0.055027,0.055067
"567.2035 / 3.35",1.1102,1.2152,1.2125,1.208,1.2079
"567.2764 / 12.86",1.0994,1.0405,1.0465,1.0426,1.0423
"567.3167 / 23.11  M-H-",0.027043,0.47667,0.47017,0.49814,0.49829
"567.3503 / 14.83",0.36227,0.28727,0.28471,0.31971,0.32147
"567.3604 / 11.21",1.3043,1.1028,1.0897,1.0858,1.0854
"568.2600 / 17.74",1.3219,1.063,1.0742,1.0811,1.0807
"568.2750 / 2.75  MAcO-H-",1.0437,1.0068,1.0191,1.0153,1.015
"568.2970 / 3.36",0.43212,0.56528,0.56511,0.56436,0.56655
"568.3084 / 13.45",1.3525,1.1525,1.1408,1.1383,1.138
"568.3086 / 1.75",1.4523,1.1592,1.1568,1.1524,1.1524
"568.3087 / 11.32  M-H2O-H-",1.5908,1.2874,1.277,1.2721,1.2717
"569.0482 / 1.04",0.42838,0.99434,0.97891,0.97522,0.97507
"569.2200 / 3.34",1.4208,1.18,1.1615,1.1584,1.158
"569.2324 / 23.72",0.075006,0.074691,0.075414,0.077045,0.077014
"569.2960 / 1.78",1.5047,1.1875,1.177,1.1731,1.1726
"569.7558 / 19.86  M-2H2-",2.0116,1.5876,1.5758,1.5699,1.5693
"570.1899 / 21.74",0.068821,0.084917,0.091258,0.091908,0.091899
"570.2191 / 11.05  MNa-2H-",1.1152,1.0092,0.9938,0.9907,0.99032
"570.2872 / 7.78",1.3379,1.1807,1.1734,1.1707,1.1702
"570.3123 / 19.95  M-H-",0.90575,0.83439,0.82184,0.82288,0.82281
"570.3130 / 15.39",1.1092,0.99731,0.9825,0.97879,0.97839
"570.7999 / 18.85",1.1441,1.0068,1.0131,1.0222,1.0219
"571.1296 / 10.27",2.268,2.135,2.1257,2.1176,2.1169
"571.2644 / 19.98",0.78892,0.63141,0.63456,0.63416,0.63474
"571.2854 / 22.83",0.64293,0.50806,0.54422,0.54282,0.54619
"571.3082 / 19.42  M-H-",1.696,1.3478,1.3359,1.3401,1.3396
"571.7641 / 14.47",0.85582,0.81226,0.81142,0.81286,0.81345
"571.8017 / 12.34  M-2H2-",1.1152,0.95745,0.96989,0.96661,0.96689
"572.1134 / 10.47",1.5176,1.1988,1.1853,1.1853,1.185
"572.1156 / 12.18",2.1137,1.9753,1.9682,1.9608,1.9601
"572.2556 / 15.30",1.3733,1.0825,1.0711,1.071,1.0706
"572.2676 / 8.90  M-H-",0.58752,0.90786,0.91579,0.91241,0.91463
"572.2931 / 8.48",1.3718,1.1272,1.1218,1.1207,1.1203
"572.3041 / 13.34",1.1834,1.0487,1.0353,1.0317,1.0313
"572.7153 / 18.72  M-2H2-",0.72783,0.57476,0.59579,0.59579,0.59563
"573.1178 / 12.20",1.9996,1.8174,1.809,1.8021,1.8015
"573.2113 / 18.98",1.6903,1.3587,1.3399,1.3359,1.3354
"573.2423 / 23.65",0.029222,0.31608,0.31105,0.32145,0.32155
"573.2538 / 7.37",1.2482,1.1582,1.1432,1.142,1.1415
"573.2634 / 19.29  MNa-2H-",1.1632,0.99015,1.012,1.0082,1.008
"573.3278 / 13.82",0.6941,0.79757,0.81702,0.81469,0.81436
"573.3638 / 20.36",0.057596,0.1129,0.13226,0.13255,0.13251
"573.6674 / 9.19",0.53595,0.56537,0.56658,0.56643,0.56672
"574.2404 / 17.55  M-2H2-",1.5648,1.2523,1.2394,1.2376,1.2372
"574.2523 / 10.73",1.0683,1.1232,1.1378,1.1337,1.1338
"574.2916 / 16.57",1.2526,1.0945,1.0917,1.0895,1.0891
"574.7901 / 19.68",1.3129,1.1027,1.0852,1.0812,1.0807
"575.1355 / 22.44",0.051934,0.071015,0.070403,0.070718,0.070706
"575.2451 / 21.97",0.030827,0.16535,0.177,0.1764,0.17633
"575.2661 / 9.82",1.0987,0.92707,0.91603,0.91253,0.91236
"575.3034 / 2.12",1.5105,1.2315,1.2152,1.2119,1.2113
"575.3034 / 8.06  M-H-",0.75379,0.62263,0.61274,0.61093,0.61069
"575.3049 / 8.92  M-H-",1.3844,1.1306,1.1127,1.1088,1.1085
"575.7400 / 19.20  M-2H2-",1.3725,1.1368,1.1417,1.1405,1.1401
"576.2060 / 16.90  MNa-2H-",1.1883,0.9637,0.95191,0.94865,0.94836
"576.2330 / 11.30",1.0966,0.97181,0.96792,0.96623,0.96586
"576.2332 / 15.61",1.0872,0.99615,0.99023,0.98656,0.98625
"576.2457 / 18.56  M-H-",1.0828,0.86731,0.89235,0.89245,0.89241
"576.7801 / 11.75  M-2H2-",1.3156,1.1235,1.1097,1.1057,1.1052
"577.2072 / 15.22  MCl-",1.1284,0.96181,0.95074,0.95172,0.9516
"577.2289 / 23.90",0.040573,0.057924,0.057921,0.057999,0.057981
"577.2649 / 10.24",0.86189,0.95537,0.96399,0.96058,0.96136
"577.2987 / 10.10  2MNa-2H-",0.95338,0.901,0.89045,0.88846,0.88818
"577.3001 / 11.10  2MNa-2H-",1.2216,1.1006,1.0911,1.087,1.0866
"577.3082 / 5.61",0.53993,0.5309,0.54076,0.53926,0.53975
"577.3502 / 22.28  2MNa-2H-",0.80015,1.4773,1.4642,1.4599,1.4593
"578.2423 / 15.14",1.689,1.3353,1.3196,1.3167,1.3162
"578.2495 / 7.35",1.5174,1.2362,1.2265,1.2223,1.2218
"578.2805 / 12.89",1.2008,1.0488,1.0345,1.0305,1.0301
"578.2819 / 14.16",1.336,1.1445,1.1272,1.1239,1.1234
"578.3470 / 23.61",0.64132,0.51103,0.50631,0.51397,0.51386
"578.7753 / 16.91  M-2H2-",0.82667,0.76175,0.74966,0.74763,0.74767
"579.2564 / 22.10",0.65987,0.52905,0.57491,0.5753,0.57508
"579.2606 / 19.03",0.91627,0.87502,0.86147,0.86707,0.86673
"579.2686 / 8.42",1.2208,1.0659,1.0498,1.0469,1.0465
"579.2972 / 9.08",1.1667,0.94569,0.95283,0.95731,0.95691
"579.3114 / 16.47  MNa-2H-",0.93104,0.84868,0.84217,0.84006,0.8398
"579.3244 / 8.45",1.4236,1.2025,1.1835,1.1791,1.1786
"580.2190 / 20.77  MNa-2H-",1.2559,1.0662,1.107,1.1107,1.1108
"580.2407 / 14.82  MNa-2H-",1.2843,1.1664,1.1636,1.1597,1.1593
"580.3185 / 20.58  M-2H2-",0.46975,0.41625,0.53735,0.53707,0.53914
"581.1534 / 22.44",0.03944,0.045821,0.050437,0.050464,0.050445
"581.2275 / 23.61  MTFA-H-",0.022704,0.16537,0.16532,0.16484,0.16477
"581.2290 / 22.68",0.90912,0.72491,0.75594,0.76476,0.76447
"581.2436 / 22.84",0.021735,0.46324,0.48903,0.48806,0.4883
"581.2742 / 7.73",1.2854,1.2057,1.21,1.2067,1.2063
"581.2864 / 19.10  M-2H2-",1.4553,1.1718,1.2104,1.2069,1.2065
"581.2950 / 9.83",1.2623,1.1164,1.1118,1.1076,1.1071
"581.7897 / 18.88",1.7392,1.3705,1.3552,1.3515,1.3509
"581.8142 / 19.54",2.0263,1.5993,1.5929,1.5868,1.5862
"582.2741 / 8.27",1.0173,0.85305,0.84064,0.84179,0.84151
"582.2857 / 16.03",1.1777,1.0334,1.0344,1.0394,1.0392
"582.2891 / 19.07  MNa-2H-",1.7295,1.3661,1.36,1.3548,1.3542
"582.3154 / 19.51  M-H-",1.6146,1.2957,1.3548,1.3521,1.3518
"582.3633 / 9.13",1.0972,0.89304,0.88966,0.88681,0.8866
"583.0304 / 1.12",0.011266,0.43956,0.46383,0.46206,0.46189
"583.2458 / 23.92",0.019575,0.02039,0.02605,0.026237,0.026337
"583.2517 / 14.57  M-2H2-",1.1638,0.9625,0.95073,0.94779,0.94739
"583.2576 / 21.16  M-H-",0.29095,0.23934,0.24298,0.26002,0.25991
"583.2726 / 8.12",1.7356,1.401,1.3854,1.3819,1.3815
"583.2786 / 20.41  M-H-",0.028338,0.13972,0.13933,0.13955,0.13956
"583.3202 / 5.51",0.57835,0.46328,0.45703,0.45825,0.45809
"583.3586 / 9.96",1.565,1.2332,1.2621,1.2575,1.2572
"583.3612 / 12.42",0.64434,0.53819,0.60276,0.60631,0.60646
"583.7046 / 18.72",0.52476,0.4261,0.43261,0.44158,0.4414
"584.2489 / 23.88",0.024942,0.02608,0.029309,0.030081,0.030068
"584.2492 / 8.32",1.4381,1.1353,1.1303,1.126,1.1256
"584.2845 / 20.34  M-",0.019652,0.1322,0.13244,0.1326,0.13261
"584.3261 / 9.29",1.0698,1.082,1.0756,1.0736,1.0735
"584.3626 / 12.38",0.36303,0.28938,0.28973,0.3269,0.32721
"584.7855 / 15.27  M-2H2-",0.90861,0.72065,0.75202,0.74941,0.74912
"585.0484 / 1.07",0.43353,1.2006,1.1899,1.1864,1.1866
"585.1880 / 22.62",0.50194,0.73847,0.73077,0.72826,0.72805
"585.2311 / 17.55",1.1259,0.96781,0.97318,0.9849,0.98524
"585.2655 / 11.33",1.57,1.2436,1.2238,1.2207,1.2202
"585.3229 / 17.77  M-H-",1.5176,1.2862,1.2665,1.2619,1.2615
"585.3351 / 23.03",0.072012,0.093793,0.092442,0.094403,0.094545
"586.1306 / 16.29",1.4524,1.1446,1.1528,1.1484,1.148
"586.2863 / 17.12",1.2489,0.98508,0.98344,0.98039,0.98016
"586.3021 / 16.75  M-2H2-",1.4776,1.1715,1.176,1.1715,1.1714
"586.3022 / 18.56  M-2H2-",1.1729,1.0066,0.99423,1.0008,1.0007
"586.3192 / 11.79",1.7599,1.3949,1.3824,1.3779,1.3774
"586.3195 / 3.61",1.094,0.90728,0.90497,0.90383,0.90372
"586.3199 / 10.94  M-H-",1.1123,1.1045,1.1039,1.0997,1.0997
"586.3217 / 12.42",0.91007,0.91796,0.91048,0.90911,0.90919
"586.8038 / 16.78",1.068,0.8609,0.85772,0.85894,0.85864
"587.0477 / 1.10",0.44336,1.0476,1.0379,1.0346,1.0346
"587.1252 / 7.35  M-H-",2.4556,2.478,2.4554,2.4468,2.4461
"587.1574 / 4.29  2MNa-2H-",0.53161,1.9204,1.8902,1.885,1.8844
"587.2678 / 7.43  M-H-",0.82322,0.91211,0.91668,0.91318,0.91282
"587.3024 / 15.99  M-H-",1.7472,1.3775,1.361,1.3559,1.3554
"587.3033 / 5.99",1.2676,1.1241,1.1124,1.1082,1.1077
"587.3039 / 12.20  M-H-",1.6331,1.3029,1.303,1.298,1.2977
"587.3293 / 13.87",0.93744,0.93779,0.94536,0.94188,0.94186
"587.7716 / 11.78",1.2167,1.04,1.0269,1.0232,1.0227
"588.1083 / 10.48",2.0662,2.0057,2.0016,1.9944,1.9936
"588.2067 / 15.77  MNa-2H-",1.102,0.89714,0.89715,0.8948,0.89448
"588.2140 / 13.61  M-H-",1.5704,1.4385,1.4306,1.4252,1.4247
"588.2419 / 3.72",0.97672,0.87453,0.87714,0.88151,0.88134
"588.2556 / 17.92  M-2H2-",1.4399,1.1804,1.167,1.1638,1.1633
"588.2746 / 6.91  MNa-2H-",1.3424,1.2022,1.1842,1.1824,1.1823
"588.2866 / 8.55",1.0192,0.97858,0.97719,0.97562,0.97573
"588.2981 / 3.61",1.3929,1.1222,1.1109,1.1068,1.1064
"588.3166 / 17.95",0.8825,0.80957,0.81469,0.81158,0.81127
"588.7165 / 19.67",1.3526,1.1258,1.1152,1.1143,1.1139
"589.0450 / 1.14  2MNa-2H-",0.38831,1.0438,1.0295,1.0262,1.0259
"589.1116 / 10.48",1.9699,1.88,1.8816,1.8752,1.8746
"589.1512 / 22.76",0.037923,0.054501,0.055362,0.056299,0.056284
"589.2080 / 15.54",1.5264,1.2187,1.2001,1.1972,1.1967
"589.2092 / 2.29",1.6811,1.3417,1.3449,1.3407,1.3403
"589.2162 / 13.58",1.1285,1.1371,1.1309,1.127,1.1273
"589.2358 / 23.00",0.0877,0.20675,0.20504,0.2047,0.20463
"589.2829 / 10.48",1.1147,0.96344,0.94928,0.94572,0.94563
"589.2926 / 6.39",1.198,0.984,0.97804,0.97809,0.97814
"589.2976 / 12.96",1.4462,1.1665,1.15,1.149,1.1488
"589.2990 / 23.11  MNa-2H-",0.45735,0.69386,0.69565,0.72703,0.72766
"589.7791 / 14.07",1.1401,0.89839,0.92727,0.93002,0.92963
"589.7951 / 14.28  M-2H2-",0.84389,0.68014,0.74515,0.74535,0.74585
"590.2780 / 11.00  MAcO-H-",1.9733,1.5697,1.5481,1.5437,1.5431
"590.2797 / 1.00",0.49358,0.65683,0.65335,0.65109,0.65319
"590.2816 / 19.01  M-H-",1.5883,1.257,1.2427,1.2424,1.2418
"590.2967 / 2.51",1.4881,1.2654,1.2606,1.256,1.2555
"590.3206 / 16.54",1.4712,1.1603,1.1496,1.1561,1.1559
"591.2793 / 15.26",1.1151,1.0011,0.99568,0.99218,0.99177
"592.2774 / 19.07",1.4828,1.1841,1.1903,1.1871,1.1866
