"","MeanDecreaseAccuracy"
"343.1689 / 7.76",0
"343.1328 / 23.06",0
"343.1242 / 24.21",0
"343.0475 / 2.60",0
"342.7073 / 11.54  M2H2",0
"342.5069 / 9.02  M3H3",0
"342.3081 / 24.06",0
"342.2644 / 19.95",0
"342.2386 / 13.85",0
"342.1663 / 2.74",0
"342.1538 / 1.92",0
"342.0289 / 21.23",0
"341.6463 / 11.25",0
"341.5199 / 4.42  M3H3",0
"341.3064 / 24.04",0
"341.2666 / 23.51",0
"341.2272 / 9.37",0
"341.2260 / 2.45  M2H2",0
"341.2185 / 7.57  MH",0
"341.1838 / 7.95  MH",0
"341.1779 / 14.82  MH",0
"341.1652 / 5.22  MHNH42",0
"341.1554 / 12.13",0
"341.1178 / 12.29",0
"341.0664 / 1.18",0
"340.6947 / 12.55",0
"340.6862 / 10.22",0
"340.6856 / 6.52",0
"340.6739 / 2.40  M2",0
"340.3492 / 24.58",0
"340.2825 / 20.69  MNa",0
"340.2603 / 17.80",0
"340.1869 / 17.34  MH",0
"340.1751 / 12.97",0
"340.0340 / 19.49",0
"339.6875 / 10.24  M2H2",0
"339.5226 / 10.62",0
"339.3460 / 24.59  MH",0
"339.1670 / 2.25",0
"339.1560 / 21.62",0
"339.1458 / 21.61  MNa",0
"339.1329 / 20.16",0
"338.9685 / 20.81",0
"338.9684 / 21.78  2MNa",0
"338.9682 / 28.04",0
"338.9682 / 25.75  MH",0
"338.9681 / 18.06",0
"338.9680 / 26.41",0
"338.9679 / 27.19",0
"338.9677 / 24.54",0
"338.9675 / 1.14  2MNa",0
"338.9672 / 22.51  2MNa",0
"338.9670 / 18.76",0
"338.9664 / 19.87",0
"338.9597 / 23.51",0
"338.3430 / 25.58",0
"338.3430 / 24.58  MNH4",0
"338.3425 / 27.87  MH",0
"338.3420 / 26.86",0
"338.3340 / 23.92",0
"338.2305 / 20.53  MNa",0
"338.2005 / 11.44  M3H3",0
"338.1938 / 10.53  MNa",0
"338.1842 / 3.27",0
"338.1822 / 4.54",0
"338.1819 / 1.57",0
"338.1782 / 12.00",0
"338.1720 / 4.90  MCH3OHH",0
"338.1636 / 1.80",0
"338.1539 / 3.72",0
"338.1452 / 6.92",0
"338.1349 / 5.01",0
"337.6846 / 8.09",0
"337.2272 / 23.89",0
"337.1653 / 8.12",0
"337.1610 / 6.89",0
"337.1593 / 21.62",0
"337.1523 / 3.69  MH",0
"337.1269 / 18.93",0
"337.1046 / 17.12",0
"337.0965 / 22.18",0
"336.7234 / 15.59",0
"336.7072 / 10.20",0
"336.5484 / 18.94  M3H3",0
"336.3270 / 24.28",0
"336.2172 / 14.24",0
"336.2146 / 20.01  MNa",0
"336.1952 / 3.27",0
"336.1921 / 9.34",0
"336.1647 / 2.41",0
"336.1381 / 10.09",0
"336.0625 / 19.85",0
"335.2478 / 23.57",0
"335.2242 / 21.40",0
"335.2194 / 22.74  MNa",0
"335.1829 / 7.86",0
"335.1685 / 11.41",0
"335.1639 / 2.73",0
"335.1446 / 21.24  MNa",0
"335.0940 / 1.51",0
"335.0672 / 12.82  MNa",0
"334.1979 / 3.69",0
"334.1920 / 10.35",0
"334.1618 / 2.80",0
"334.1527 / 3.81",0
"334.1124 / 10.21",0
"333.2387 / 7.15",0
"333.2132 / 2.45",0
"333.1923 / 7.69  MH",0
"333.1804 / 17.49",0
"333.1773 / 2.09  MH",0
"333.1594 / 21.74",0
"333.1580 / 3.66",0
"333.1565 / 5.19",0
"333.1153 / 2.09  MK",0
"333.1149 / 12.11",0
"333.1052 / 22.10",0
"332.6614 / 11.83",0
"332.6523 / 5.25  M2H2",0
"332.3313 / 21.74",0
"332.2425 / 19.30",0
"332.2191 / 4.45  MCH3OHH",0
"332.2187 / 10.09",0
"332.2186 / 12.29",0
"332.2184 / 5.19",0
"332.2181 / 9.28  MH",0
"332.1841 / 10.15",0
"332.1835 / 18.49  MNa",0
"332.1833 / 3.76  MH",0
"332.1831 / 2.63  MCH3OHH",0
"332.1826 / 4.74",0
"332.1817 / 3.14",0
"332.1809 / 5.98",0
"332.1809 / 5.37",0
"332.1398 / 14.14  MH",0
"331.2851 / 23.66",0
"331.2118 / 20.60",0
"331.2087 / 8.48  MCH3OHH",0
"331.2012 / 20.64",0
"331.1969 / 2.12",0
"331.1958 / 2.66",0
"331.1937 / 21.24",0
"331.1900 / 5.06  MHNH42",0
"331.1102 / 8.35",0
"331.0716 / 7.74",0
"330.7150 / 9.93",0
"330.3371 / 21.65  MH",0
"330.2382 / 11.93",0
"330.2372 / 11.05",0
"330.2282 / 13.02",0
"330.2025 / 5.33",0
"330.1919 / 11.19",0
"330.1664 / 11.73  MH",0
"330.1661 / 9.23",0
"330.1267 / 20.46",0
"330.0093 / 1.15",0
"329.6997 / 8.65  M2H2",0
"329.6877 / 9.52",0
"329.6264 / 20.60",0
"329.2501 / 23.64",0
"329.2353 / 24.34",0
"329.2323 / 22.58",0
"329.1956 / 7.98",0
"329.1799 / 2.56  MNH4",0
"329.1649 / 23.12",0
"329.1509 / 8.82",0
"329.1436 / 3.26",0
"329.0600 / 10.31  MNa",0
"329.0080 / 27.65",0
"329.0075 / 25.34",0
"329.0075 / 1.18",0
"329.0072 / 26.03",0
"329.0070 / 26.89",0
"329.0067 / 24.46",0
"329.0066 / 22.61",0
"329.0039 / 23.15",0
"328.9265 / 1.29",0
"328.2237 / 9.83",0
"328.2235 / 10.86",0
"328.1394 / 3.19",0
"328.1031 / 5.72",0
"327.2509 / 23.27",0
"327.2344 / 23.00",0
"327.2148 / 5.64",0
"327.2147 / 8.50",0
"327.2143 / 15.59",0
"327.2140 / 7.21",0
"327.2106 / 14.65",0
"327.2043 / 18.20",0
"327.1778 / 23.51",0
"327.1624 / 4.79",0
"327.1446 / 23.06",0
"327.0874 / 22.10  MNa",0
"327.0711 / 2.96",0
"327.0681 / 4.00",0
"326.6781 / 12.94  M2H2",0
"326.3762 / 21.81",0
"326.1562 / 21.87",0
"326.1237 / 2.29",0
"326.0873 / 5.40",0
"325.6888 / 10.28",0
"325.2356 / 23.27",0
"325.2234 / 3.61",0
"325.2159 / 23.43",0
"325.0890 / 5.12",0
"325.0344 / 2.49",0
"324.2882 / 21.20  MNa",0
"324.2042 / 7.93",0
"324.1892 / 11.44  MNa",0
"324.1785 / 5.81  MNa",0
"324.1583 / 20.97",0
"323.6937 / 10.55  M2H2",0
"323.2478 / 23.54  MH",0
"323.1831 / 8.65",0
"323.1757 / 2.57  M2H2",0
"323.1602 / 22.25  MNa",0
"323.1464 / 21.85  MCH3OHH",0
"323.1344 / 10.15",0
"323.1339 / 11.39  MNa",0
"323.1211 / 10.24",0
"323.1157 / 22.50",0
"322.9903 / 1.11",0
"322.9880 / 27.83",0
"322.6763 / 5.03  M2H2",0
"322.2717 / 23.61",0
"322.1877 / 10.04",0
"322.1875 / 1.83",0
"322.1769 / 9.70",0
"322.1494 / 1.87  2MNH4",0
"322.1384 / 2.58  MNa",0
"322.1375 / 8.90  MNa",0
"322.1348 / 16.04",0
"322.1009 / 2.97  MNa",0
"322.0822 / 13.90  MNa",0
"322.0768 / 2.52  MH",0
"321.3155 / 24.57  MH",0
"321.2323 / 23.44",0
"321.1642 / 5.00",0
"321.1441 / 24.23",0
"321.1322 / 17.12",0
"321.1318 / 16.60",0
"321.1317 / 18.61",0
"321.1317 / 16.07",0
"321.1014 / 20.44  MH",0
"321.0596 / 6.82",0
"320.9910 / 1.80",0
"320.6940 / 8.62  M2H2",0
"320.1715 / 8.12  MNH4",0
"320.1641 / 8.99",0
"320.1233 / 7.05  MNH4",0
"320.0966 / 7.24",0
"319.6862 / 11.77",0
"319.2269 / 22.96",0
"319.1946 / 10.97",0
"319.1835 / 12.09",0
"319.1727 / 15.01",0
"319.1413 / 4.61  MNH4",0
"318.3003 / 20.70  MH",0
"318.3001 / 21.46",0
"318.2032 / 6.13",0
"318.2026 / 6.69",0
"318.1916 / 10.94",0
"318.1826 / 11.87",0
"318.1819 / 13.01",0
"318.1776 / 7.99  M3H3",0
"318.1673 / 3.82",0
"318.1662 / 2.35",0
"318.1661 / 3.27",0
"318.0520 / 19.52  MNa",0
"317.2380 / 24.21",0
"317.2130 / 21.40",0
"317.1918 / 21.94",0
"317.1856 / 19.81",0
"317.1830 / 3.11  MNH4",0
"317.1819 / 2.09",0
"317.1648 / 13.49",0
"317.1647 / 21.61  MH",0
"317.1473 / 5.71",0
"316.9843 / 1.06  2MH",0
"316.2489 / 20.53  MH",0
"316.2217 / 7.90",0
"316.2129 / 10.53  MH",0
"316.2097 / 8.95  MNH4",0
"316.1869 / 3.66",0
"316.1863 / 4.42",0
"316.1763 / 15.93",0
"316.1761 / 7.76",0
"316.1752 / 8.51",0
"316.1653 / 7.72",0
"316.1465 / 7.52",0
"316.1296 / 15.15",0
"316.1294 / 6.10",0
"316.1003 / 2.38",0
"316.0968 / 4.81  MK",0
"315.6834 / 7.70",0
"315.1897 / 22.92",0
"315.1746 / 11.94",0
"315.1699 / 20.90",0
"315.1665 / 1.83",0
"315.1495 / 22.92",0
"315.1456 / 5.22",0
"315.1344 / 20.97",0
"315.0930 / 6.40",0
"314.2759 / 23.70",0
"314.2331 / 20.01  MH",0
"314.1737 / 14.79  MNa",0
"314.1719 / 3.76  MH",0
"314.1709 / 18.85",0
"314.1605 / 7.57",0
"314.1602 / 5.92",0
"314.0175 / 21.27",0
"313.2358 / 23.04  MH",0
"313.2153 / 20.94",0
"313.1913 / 21.58",0
"313.1627 / 21.01  MH",0
"313.1564 / 12.98",0
"313.1228 / 4.39",0
"313.1040 / 21.56",0
"313.0857 / 12.82  MH",0
"313.0683 / 13.51  MNa",0
"312.2516 / 20.88  MNa",0
"312.1747 / 6.87",0
"312.1736 / 7.99",0
"312.1535 / 2.73  MH",0
"312.1306 / 10.24",0
"312.0198 / 21.27",0
"311.2097 / 16.22  MNa",0
"311.2047 / 17.76",0
"311.1858 / 12.32  M2H2",0
"311.1836 / 10.75",0
"311.1775 / 21.74  MCH3OHH",0
"311.1677 / 2.68  MH",0
"311.1247 / 2.67",0
"310.3117 / 24.18  MH",0
"310.2285 / 22.57",0
"310.2022 / 17.69",0
"310.2019 / 18.49  MH",0
"310.1764 / 1.48",0
"310.1631 / 17.70",0
"310.1585 / 2.71  M",0
"310.1383 / 2.44",0
"310.1270 / 21.11",0
"309.2043 / 23.02",0
"309.1301 / 0.47",0
"309.1234 / 20.16",0
"309.1178 / 6.26",0
"309.0827 / 10.59  MNa",0
"309.0474 / 1.85",0
"308.6881 / 9.44",0
"308.1864 / 18.12",0
"308.1835 / 15.22  MNa",0
"308.1704 / 4.98",0
"308.1446 / 15.23",0
"308.0852 / 7.60  MK",0
"307.1515 / 3.66",0
"307.1421 / 15.26  MNa",0
"307.1294 / 4.91",0
"307.0790 / 10.28  MH",0
"307.0636 / 5.30",0
"307.0443 / 4.02",0
"307.0119 / 1.12",0
"306.1680 / 8.76  MNa",0
"306.1666 / 2.35",0
"306.1665 / 1.83",0
"306.1487 / 2.54",0
"306.1470 / 3.76  MH",0
"306.0821 / 4.26  MNa",0
"305.3015 / 21.30",0
"305.2497 / 23.64",0
"305.2496 / 23.13",0
"305.1675 / 8.76  MH",0
"305.1574 / 12.46",0
"305.1175 / 13.11",0
"305.1167 / 16.16",0
"305.1064 / 22.10  MH",0
"305.0905 / 2.84  MK",0
"305.0865 / 6.79",0
"304.3011 / 21.29",0
"304.2627 / 23.81  MNa",0
"304.2373 / 7.17",0
"304.2125 / 12.70",0
"304.2010 / 8.43",0
"304.1880 / 3.37",0
"304.1849 / 2.60  MCH3OHH",0
"304.1753 / 6.45",0
"304.1664 / 8.08",0
"304.1514 / 3.69",0
"304.1505 / 2.29",0
"304.0666 / 2.52",0
"303.3092 / 21.17",0
"303.2142 / 1.04",0
"303.2003 / 6.07",0
"303.1950 / 22.58",0
"303.1555 / 22.62  MNa",0
"303.1495 / 21.41",0
"303.1463 / 1.83",0
"303.1443 / 8.09  MH",0
"303.0954 / 7.15  MH",0
"303.0878 / 14.66",0
"302.6870 / 4.99",0
"302.2167 / 23.89",0
"302.2085 / 11.41  MH",0
"302.2079 / 6.78",0
"302.2079 / 10.32",0
"302.2077 / 8.14",0
"302.2074 / 5.06",0
"302.1973 / 8.83",0
"302.1973 / 5.81  MH",0
"302.1966 / 4.03",0
"302.1964 / 9.41",0
"302.1961 / 6.62",0
"302.1956 / 13.45",0
"302.1723 / 3.06",0
"302.1713 / 2.55",0
"302.1601 / 3.87",0
"302.1580 / 9.20",0
"302.1499 / 11.77",0
"302.1461 / 22.76",0
"302.1445 / 2.64",0
"302.1382 / 11.28",0
"302.1353 / 3.57",0
"302.1107 / 2.99",0
"301.2177 / 22.65",0
"301.2089 / 23.22",0
"301.2047 / 23.92",0
"301.1895 / 2.73  M3H3",0
"301.1878 / 8.23  M2H2",0
"301.1775 / 22.25  MH",0
"301.1513 / 11.13  MH",0
"301.1451 / 12.09",0
"301.1448 / 13.01",0
"301.1423 / 31.94",0
"301.1423 / 24.72",0
"301.1422 / 28.55",0
"301.1420 / 2.15",0
"301.1419 / 4.50",0
"301.1419 / 26.20",0
"301.1419 / 18.90",0
"301.1419 / 1.17",0
"301.1418 / 9.43",0
"301.1418 / 5.32",0
"301.1418 / 22.73",0
"301.1417 / 16.85",0
"301.1416 / 7.64",0
"301.1416 / 0.66",0
"301.1415 / 26.76",0
"301.1415 / 15.10",0
"301.1414 / 25.31",0
"301.1414 / 10.28",0
"301.1413 / 14.10",0
"301.1412 / 8.16",0
"301.1411 / 3.32",0
"301.1410 / 6.66",0
"301.1410 / 23.89",0
"301.1410 / 21.23",0
"301.1402 / 20.49",0
"301.1343 / 29.09",0
"301.1342 / 27.54",0
"301.1341 / 19.90",0
"301.1203 / 20.50",0
"301.0757 / 21.82  MK",0
"300.7019 / 14.70",0
"300.2904 / 23.59",0
"300.2294 / 23.34",0
"300.2011 / 14.74",0
"300.1919 / 4.71  MH",0
"300.1917 / 3.76",0
"300.1569 / 1.93",0
"300.1555 / 8.90  MH",0
"300.1545 / 3.76",0
"300.1193 / 2.97  MH",0
"300.1079 / 6.34",0
"300.1009 / 13.90  MH",0
"299.3500 / 22.16",0
"299.2957 / 24.07  MCH3OHH",0
"299.2884 / 25.01",0
"299.2201 / 5.64",0
"299.2199 / 7.21",0
"299.1963 / 23.59",0
"299.1634 / 21.61  MNa",0
"299.1549 / 22.28",0
"299.1534 / 23.07",0
"299.1372 / 19.13",0
"299.1182 / 22.42",0
"299.1026 / 20.39",0
"299.0798 / 8.97  MNH4",0
"299.0797 / 5.24  MNH4",0
"299.0791 / 4.14",0
"299.0788 / 2.52",0
"299.0731 / 1.86",0
"299.0726 / 7.09",0
"299.0721 / 31.76",0
"298.9968 / 2.59",0
"298.3480 / 21.95",0
"298.3477 / 22.46",0
"298.1385 / 4.02",0
"298.0959 / 14.95",0
"298.0843 / 11.51",0
"298.0840 / 15.75",0
"298.0835 / 4.73",0
"298.0834 / 7.66",0
"298.0834 / 12.56",0
"298.0833 / 9.69",0
"298.0832 / 8.86",0
"298.0832 / 6.29",0
"298.0832 / 29.34",0
"298.0832 / 2.32",0
"298.0827 / 13.80",0
"298.0826 / 7.12",0
"298.0816 / 14.47",0
"298.0815 / 8.25",0
"298.0812 / 10.29",0
"298.0762 / 0.56",0
"298.0699 / 19.49",0
"298.0229 / 16.02",0
"297.2716 / 24.53",0
"297.2323 / 23.48",0
"297.2036 / 22.79",0
"297.1945 / 13.72  MNa",0
"297.1276 / 8.79  MH",0
"297.1084 / 3.05",0
"297.1061 / 1.99",0
"297.0845 / 29.21",0
"297.0840 / 16.36",0
"297.0840 / 0.04",0
"297.0839 / 20.61",0
"297.0837 / 11.53",0
"297.0836 / 2.13  MK",0
"297.0834 / 8.08",0
"297.0833 / 4.64",0
"297.0833 / 17.56",0
"297.0832 / 14.44",0
"297.0832 / 0.83",0
"297.0831 / 5.42",0
"297.0830 / 13.57",0
"297.0829 / 4.03",0
"297.0829 / 21.49",0
"297.0829 / 18.79",0
"297.0828 / 8.80",0
"297.0828 / 15.38",0
"297.0825 / 9.83",0
"297.0824 / 12.23",0
"297.0823 / 12.86",0
"297.0821 / 19.68",0
"297.0819 / 7.56",0
"297.0818 / 22.48",0
"297.0757 / 3.03",0
"297.0068 / 6.70",0
"296.6526 / 1.00",0
"296.2572 / 20.60  MNa",0
"296.2207 / 22.59",0
"296.2139 / 11.02",0
"296.1693 / 5.78",0
"296.1247 / 2.25",0
"296.0705 / 19.52  MH",0
"296.0073 / 21.56",0
"295.2558 / 24.21",0
"295.2270 / 21.94",0
"295.2178 / 23.28",0
"295.1874 / 23.92",0
"295.1827 / 21.84",0
"295.1669 / 5.71",0
"295.1669 / 5.16  MNH4",0
"295.1664 / 7.10  MCH3OHH",0
"295.1658 / 7.60",0
"295.1469 / 7.95  MH",0
"295.1440 / 21.19",0
"295.1300 / 3.02  MNH4",0
"295.1291 / 6.69",0
"295.1229 / 21.19",0
"295.1089 / 20.09",0
"295.0475 / 5.74  MNa",0
"294.6717 / 3.63",0
"294.1817 / 1.67",0
"294.1454 / 3.31  MNH4",0
"294.1006 / 1.87  MCH3OHH",0
"294.0551 / 17.79",0
"294.0090 / 21.56",0
"293.6539 / 4.80",0
"293.2023 / 23.38",0
"293.1938 / 12.40  M2H2",0
"293.1900 / 9.95  M2H2",0
"293.1713 / 19.72",0
"293.1293 / 20.54",0
"293.1291 / 21.32",0
"293.1289 / 19.97",0
"293.1202 / 8.31",0
"293.1140 / 2.70  MCH3OHH",0
"293.1138 / 9.55  MCH3OHH",0
"292.1921 / 14.79  MH",0
"292.1772 / 7.07",0
"292.1492 / 7.69  M2H2",0
"292.1482 / 1.79",0
"292.0896 / 13.45",0
"291.2320 / 22.96",0
"291.1606 / 9.07",0
"291.1499 / 21.45",0
"291.1456 / 12.26",0
"291.1217 / 22.13  MH",0
"291.0873 / 13.48  MH",0
"291.0709 / 3.98",0
"290.2703 / 20.88  MH",0
"290.2315 / 16.18",0
"290.1729 / 13.91  MNa",0
"290.1717 / 2.60  MNH4",0
"290.1711 / 1.96  MCH3OHH",0
"290.1603 / 3.47",0
"290.1375 / 8.92  MNa",0
"290.1359 / 1.83",0
"289.4845 / 7.41",0
"289.2288 / 16.22  MH",0
"289.2119 / 6.41",0
"289.1886 / 2.09",0
"289.1874 / 2.64  MNH4",0
"289.1557 / 15.46",0
"289.1535 / 5.78  MNa",0
"289.1505 / 7.69  MNH4",0
"289.1498 / 6.65",0
"289.1417 / 21.18",0
"289.1294 / 22.10",0
"289.1159 / 3.37  MNa",0
"289.0857 / 16.27",0
"288.9106 / 9.27",0
"288.9104 / 6.16",0
"288.9103 / 31.88",0
"288.9098 / 3.60",0
"288.2174 / 18.69",0
"288.2044 / 4.98",0
"288.2038 / 15.23",0
"288.2035 / 1.57",0
"288.2033 / 8.62  MCH3OHH",0
"288.2032 / 2.48",0
"288.1916 / 6.01",0
"288.1480 / 21.74  MNa",0
"288.1437 / 2.71",0
"287.2024 / 22.58",0
"287.2014 / 21.20",0
"287.1955 / 1.83",0
"287.1663 / 15.21",0
"287.1384 / 8.37",0
"287.1379 / 6.29  MNa",0
"287.1187 / 21.54",0
"287.1010 / 10.59  MH",0
"287.0972 / 11.72",0
"286.3106 / 21.75",0
"286.2022 / 15.19  MH",0
"286.1917 / 8.73",0
"286.1912 / 1.00",0
"286.1655 / 11.15",0
"286.1224 / 1.77",0
"286.0561 / 2.55",0
"285.2425 / 23.27",0
"285.2218 / 22.96  MNH4",0
"285.1605 / 15.26  MH",0
"285.1327 / 2.34",0
"285.1244 / 5.35  MNa",0
"285.1222 / 16.34",0
"285.1009 / 21.58  MNa",0
"285.0933 / 8.20",0
"285.0312 / 1.07  2MH",0
"284.9715 / 1.33",0
"284.1868 / 8.76  MH",0
"284.1498 / 2.71",0
"284.1497 / 6.20",0
"284.1143 / 2.28  MCH3OHH",0
"284.1129 / 8.28",0
"284.1127 / 9.44",0
"284.1001 / 4.29  MH",0
"283.2245 / 23.24",0
"283.2079 / 21.86",0
"283.1752 / 12.46",0
"283.1424 / 19.96",0
"283.1302 / 2.38  MNH4",0
"283.1292 / 10.28",0
"283.1268 / 5.11",0
"283.1150 / 16.32",0
"283.1145 / 15.61",0
"283.0503 / 6.04",0
"283.0500 / 9.63",0
"283.0500 / 11.76",0
"283.0499 / 6.88",0
"283.0497 / 31.87",0
"283.0497 / 0.51",0
"283.0494 / 17.71",0
"283.0493 / 16.70",0
"283.0488 / 2.38",0
"283.0488 / 14.28",0
"283.0486 / 29.34",0
"283.0486 / 15.93",0
"283.0479 / 13.62",0
"283.0474 / 10.18",0
"283.0468 / 13.06",0
"283.0459 / 11.23",0
"283.0425 / 8.29",0
"283.0423 / 3.92",0
"283.0423 / 14.98",0
"283.0422 / 4.57",0
"283.0422 / 3.31",0
"282.9770 / 2.88",0
"282.2807 / 23.81  MH",0
"282.2798 / 21.52",0
"282.1976 / 21.84  MCH3OHH",0
"282.1781 / 22.51  MK",0
"282.1709 / 13.17",0
"282.1532 / 3.34",0
"282.1196 / 1.77",0
"282.0530 / 7.19",0
"282.0529 / 3.13",0
"282.0528 / 18.14",0
"282.0527 / 5.83",0
"282.0525 / 0.06  MH",0
"282.0524 / 31.71",0
"282.0524 / 11.57",0
"282.0523 / 8.66  MH",0
"282.0523 / 29.75",0
"282.0522 / 2.16",0
"282.0521 / 13.77",0
"282.0519 / 6.33",0
"282.0519 / 12.94",0
"282.0518 / 8.11",0
"282.0518 / 5.07  MH",0
"282.0517 / 16.46",0
"282.0516 / 17.35",0
"282.0515 / 9.36",0
"282.0514 / 14.49",0
"282.0509 / 12.42",0
"282.0508 / 15.38",0
"282.0504 / 10.47",0
"282.0503 / 22.57",0
"282.0454 / 19.45",0
"281.2476 / 23.43",0
"281.1507 / 3.31  MCH3OHH",0
"281.1499 / 2.58",0
"281.1377 / 21.88",0
"281.1141 / 4.29",0
"281.1120 / 2.67  MNa",0
"281.0989 / 13.56",0
"281.0759 / 20.50  MNa",0
"281.0530 / 2.83",0
"281.0530 / 17.48",0
"281.0528 / 28.88",0
"281.0527 / 3.84",0
"281.0522 / 28.32",0
"281.0522 / 16.51",0
"281.0522 / 12.84",0
"281.0521 / 19.94",0
"281.0520 / 23.56",0
"281.0520 / 14.85",0
"281.0520 / 13.56",0
"281.0520 / 1.10",0
"281.0519 / 9.26",0
"281.0519 / 20.50",0
"281.0519 / 19.02",0
"281.0518 / 5.84",0
"281.0516 / 7.95",0
"281.0516 / 11.77",0
"281.0514 / 15.50",0
"281.0514 / 1.63",0
"281.0512 / 2.22",0
"281.0510 / 21.49",0
"281.0504 / 25.49",0
"281.0501 / 22.57",0
"281.0446 / 0.04  M",0
"280.2649 / 23.56",0
"280.1745 / 11.35",0
"280.1299 / 2.99  MNH4",0
"280.1286 / 3.72",0
"280.0921 / 1.45  MNa",0
"280.0281 / 2.75",0
"279.6625 / 7.98",0
"279.6622 / 2.13",0
"279.2336 / 22.96",0
"279.2071 / 9.73",0
"279.1977 / 21.61",0
"279.1718 / 11.13",0
"279.1586 / 22.74",0
"279.1529 / 6.04",0
"279.1528 / 5.36",0
"279.1523 / 3.89",0
"279.1519 / 1.86",0
"279.1509 / 21.71  MH",0
"279.1379 / 2.68",0
"279.1360 / 5.75",0
"279.1354 / 5.18",0
"279.1342 / 11.39",0
"279.1339 / 3.67",0
"279.1316 / 15.67  MNa",0
"279.1143 / 20.58",0
"279.1020 / 1.86  MNH4",0
"279.0947 / 4.62  MNa",0
"279.0817 / 13.96  MNa",0
"279.0411 / 12.47",0
"278.9551 / 31.52",0
"278.9551 / 21.61",0
"278.9550 / 9.95",0
"278.9549 / 27.52",0
"278.9547 / 0.34",0
"278.1137 / 9.55  MNH4",0
"278.1134 / 2.54  MNH4",0
"278.0145 / 22.27",0
"277.6467 / 3.60",0
"277.1812 / 21.63  MH",0
"277.1786 / 22.28",0
"277.1707 / 21.77",0
"277.1478 / 2.06",0
"277.1414 / 21.37",0
"277.1345 / 20.54",0
"277.1195 / 14.04",0
"277.1194 / 3.91",0
"277.1185 / 3.31  MH",0
"277.1034 / 1.80",0
"276.2799 / 20.60",0
"276.2160 / 13.76",0
"276.1811 / 4.07",0
"276.1608 / 7.64",0
"276.1558 / 2.60  MNH4",0
"276.1551 / 1.86  MNH4",0
"276.1356 / 4.84",0
"276.1353 / 3.33",0
"276.1084 / 2.42",0
"276.0717 / 2.52",0
"276.0414 / 16.05  MNa",0
"275.9920 / 7.47",0
"275.2782 / 20.62",0
"275.2082 / 1.04  MNH4",0
"275.1716 / 1.81  MNH4",0
"275.1558 / 22.25",0
"275.1407 / 12.64",0
"275.1346 / 3.41",0
"275.1106 / 3.13",0
"275.0808 / 3.97",0
"275.0596 / 20.50",0
"275.0477 / 13.45",0
"274.9713 / 1.05",0
"274.2749 / 20.60  MH",0
"274.1826 / 1.00  MH",0
"274.1810 / 14.79",0
"274.1530 / 8.11",0
"274.1036 / 2.30",0
"274.0951 / 21.20  MNa",0
"274.0921 / 15.56",0
"273.1740 / 23.51",0
"273.1698 / 21.01",0
"273.1660 / 19.04",0
"273.1612 / 20.16",0
"273.1191 / 5.02",0
"273.0662 / 5.71  MH",0
"272.9383 / 31.97",0
"272.9382 / 6.63",0
"272.9382 / 11.51",0
"272.9379 / 9.91",0
"272.9379 / 9.15",0
"272.9377 / 3.60",0
"272.9377 / 28.07",0
"272.9376 / 7.96",0
"272.9376 / 5.08",0
"272.6682 / 3.53",0
"272.1860 / 11.46",0
"272.1729 / 3.20",0
"272.1723 / 5.16  MNH4",0
"272.1716 / 6.74",0
"272.1695 / 9.02",0
"272.1600 / 2.60  MH",0
"272.1370 / 2.60  M",0
"272.1352 / 5.56",0
"272.1241 / 8.02  MH",0
"271.2633 / 23.66  MCH3OHH",0
"271.2574 / 24.47",0
"271.2061 / 20.94",0
"271.1875 / 21.79",0
"271.1655 / 19.02",0
"271.1648 / 2.54",0
"271.1404 / 6.84",0
"271.1225 / 22.42",0
"271.1153 / 18.66",0
"271.0922 / 4.10",0
"271.0860 / 5.56",0
"271.0753 / 12.82",0
"270.3139 / 21.58",0
"270.1932 / 9.68",0
"270.1932 / 4.93",0
"270.1931 / 2.47",0
"270.0033 / 24.84",0
"270.0024 / 25.58",0
"270.0024 / 23.36",0
"270.0023 / 26.33",0
"270.0023 / 1.30",0
"270.0018 / 27.51",0
"270.0015 / 23.99",0
"270.0015 / 22.69",0
"269.9748 / 7.50",0
"269.6540 / 4.54",0
"269.1616 / 1.54",0
"269.1615 / 3.21",0
"269.1578 / 9.11",0
"269.1551 / 2.15",0
"269.1280 / 19.39",0
"269.1268 / 8.04  MNa",0
"269.1218 / 3.17",0
"269.1145 / 2.19  MNH4",0
"269.1010 / 19.86",0
"269.0740 / 1.80  MNa",0
"269.0001 / 21.40  MK",0
"268.9998 / 25.16",0
"268.9995 / 25.73",0
"268.9993 / 16.84",0
"268.9992 / 15.01",0
"268.9990 / 20.51",0
"268.9988 / 28.10",0
"268.9987 / 9.11",0
"268.9987 / 12.69",0
"268.9987 / 10.50",0
"268.9986 / 9.85",0
"268.9986 / 14.32",0
"268.9985 / 18.52",0
"268.9985 / 17.89",0
"268.9983 / 15.73",0
"268.9982 / 19.65",0
"268.9927 / 26.87",0
"268.9922 / 1.29",0
"268.2247 / 19.65  MNa",0
"268.1918 / 13.91  MH",0
"268.1821 / 21.41  MCH3OHH",0
"267.2686 / 24.04  MH",0
"267.1868 / 22.80  M",0
"267.1719 / 5.78  MH",0
"267.1689 / 7.75  MNa",0
"267.1689 / 6.90  MNa",0
"267.1338 / 2.41  MH",0
"267.0978 / 20.44  MNa",0
"267.0605 / 21.00",0
"267.0593 / 2.58",0
