"","Overall"
"297.0832 / 0.83",2.8623
"246.2435 / 19.65  MH",2.8579
"393.2098 / 16.27",2.8504
"791.0293 / 24.20",2.8491
"317.1856 / 19.81",2.8457
"451.3317 / 20.37  M-H-",2.8452
"309.1234 / 20.16",2.8417
"173.9623 / 29.58",2.8411
"421.2023 / 27.30",2.8355
"301.2171 / 22.93  M-H2O-H-",2.8349
"511.3527 / 20.37  MAcO-H-",2.8343
"199.1808 / 21.13",2.8304
"408.3087 / 24.14  MNH4",2.8284
"298.0812 / 10.29",2.8282
"231.0936 / 20.90",2.8178
"228.1963 / 24.27",2.8178
"433.0023 / 21.78",2.815
"156.9589 / 2.40",2.8137
"201.0238 / 3.58",2.8133
"437.2355 / 17.72",2.8127
"232.9761 / 19.98",2.8099
"155.9747 / 18.27",2.8069
"201.1134 / 20.75  M-H-",2.8064
"377.0918 / 17.79  M-H-",2.803
"445.1991 / 22.11",2.8016
"270.2087 / 22.44",2.7978
"105.0694 / 1.87",2.7921
"634.0404 / 26.12",2.7913
"318.3001 / 21.46",2.7889
"590.9784 / 23.38",2.7888
"217.0474 / 19.55",2.7884
"199.8056 / 1.55",2.7852
"207.9678 / 9.73",2.781
"689.3695 / 21.59  MHK2",2.7793
"187.0275 / 1.06",2.7783
"261.0279 / 2.49",2.7721
"234.9762 / 14.50",2.7698
"183.1033 / 20.75  M-H2O-H-",2.7672
"247.0918 / 20.72",2.7662
"455.3344 / 23.59  MH",2.7655
"225.9257 / 29.08",2.7646
"233.0709 / 19.77",2.7615
"977.0230 / 1.33  2MK-2H-",2.7502
"303.0853 / 21.05",2.749
"354.9406 / 28.11  2MK",2.7482
"504.9338 / 31.96",2.7465
"515.0084 / 1.30",2.7439
"174.9920 / 19.12",2.7375
"715.0397 / 1.33  M-H-",2.7342
"359.1744 / 22.25",2.7302
"171.1491 / 19.27  MH",2.7173
"104.9924 / 23.98",2.7172
"844.0120 / 22.01",2.7133
"291.1499 / 21.45",2.7045
"305.0227 / 21.94",2.6953
"515.0079 / 23.39",2.6939
"365.0306 / 24.72",2.6924
"249.9792 / 4.14",2.6877
"510.1656 / 21.76",2.6873
"366.3745 / 25.10",2.687
"269.9341 / 31.05",2.6751
"533.4589 / 23.91  2MNa-2H-",2.6626
"309.1339 / 21.72  MTFA-H-",2.6614
"517.9659 / 14.40",2.6599
"217.1076 / 13.93",2.657
"225.1499 / 21.15",2.6568
"301.1203 / 20.50",2.654
"616.1741 / 21.70",2.6532
"443.3215 / 23.64  MNH4",2.6527
"266.1662 / 21.19",2.6522
"715.0360 / 28.01",2.6518
"500.9926 / 1.30",2.6496
"173.0811 / 13.93",2.6495
"428.2319 / 20.82",2.6454
"295.1089 / 20.09",2.6441
"146.9706 / 0.06",2.6425
"374.2936 / 23.92",2.6417
"441.1960 / 17.67  M-H-",2.6404
"282.1781 / 22.51  MK",2.6337
"210.0512 / 2.73",2.6271
"503.3041 / 19.40  MH",2.6256
"219.8474 / 2.30",2.6253
"508.9775 / 23.61",2.6247
"227.1217 / 19.87",2.6231
"652.1948 / 21.76",2.623
"515.0087 / 26.89",2.6194
"399.2519 / 22.94  MCH3OHH",2.6192
"197.8084 / 1.58",2.6186
"277.1707 / 21.77",2.6166
"236.1625 / 24.23",2.61
"502.3774 / 23.32",2.607
"722.5122 / 23.45",2.6037
"221.1464 / 21.58  MH",2.6014
"218.0068 / 23.58",2.5966
"292.8449 / 1.34",2.5958
"98.9757 / 2.69",2.5955
"239.1648 / 22.30",2.5955
"217.0041 / 3.65",2.5918
"895.0197 / 1.33  4M-H-",2.5891
"236.0720 / 11.51",2.5869
"245.0732 / 21.28",2.5851
"293.1289 / 19.97",2.5832
"195.8117 / 1.52",2.5813
"99.9258 / 17.45",2.5804
"383.1582 / 21.71",2.5754
"207.9146 / 0.97  M-H-",2.5729
"401.3365 / 21.65",2.5717
"142.0061 / 8.43",2.5697
"639.3914 / 23.41",2.5694
"429.2409 / 23.67",2.5693
"387.1940 / 22.10  MH",2.5638
"223.0219 / 21.95  M-H-",2.558
"299.0065 / 24.12",2.5551
"297.2036 / 22.79",2.5543
"156.9970 / 3.55",2.5496
"263.9949 / 17.41",2.5465
"265.1034 / 20.23",2.5461
"365.1057 / 1.46",2.545
"397.1132 / 22.09  MNa",2.5438
"223.0639 / 7.94",2.5419
"174.9928 / 3.66",2.5402
"437.1824 / 22.28",2.5391
"368.0870 / 20.91  MH",2.5374
"634.4590 / 23.38",2.5345
"159.1183 / 22.10",2.5311
"395.2421 / 23.15  MAcO-H-",2.5309
"389.2417 / 22.54",2.5283
"582.9937 / 1.27",2.5247
"123.0777 / 19.48",2.5239
"290.8476 / 1.38",2.5174
"149.0200 / 21.28",2.5157
"290.0088 / 3.74",2.5067
"741.2902 / 23.67",2.5045
"141.0175 / 0.80",2.4959
"281.0514 / 1.63",2.4919
"321.3155 / 24.57  MH",2.4873
"171.1029 / 19.95  MFA-H-",2.4872
"507.3337 / 23.29",2.4854
"189.1135 / 16.50",2.4795
"585.3351 / 23.03",2.4767
"438.1866 / 21.90",2.4763
"101.0086 / 7.83",2.475
"273.1612 / 20.16",2.4667
"595.3874 / 23.35",2.4657
"261.1379 / 11.07",2.465
"247.2462 / 19.67",2.4627
"268.9360 / 0.75",2.4625
"279.1509 / 21.71  MH",2.4623
"275.1558 / 22.25",2.4607
"429.1707 / 16.24",2.4599
"409.3106 / 24.25  MNH4",2.4505
"139.1127 / 20.75",2.4486
"503.3302 / 23.03",2.4471
"398.8774 / 31.64",2.4415
"233.1140 / 21.42",2.44
"143.0186 / 19.53",2.4393
"600.0280 / 22.07",2.4364
"201.0266 / 31.67",2.4353
"162.0903 / 1.86",2.4334
"551.3605 / 23.35",2.4298
"232.9742 / 22.20",2.429
"225.1498 / 21.76",2.4238
"639.4143 / 23.38",2.422
"253.1051 / 19.95",2.4209
"160.8425 / 1.55",2.4207
"174.9919 / 18.31",2.4189
"400.2526 / 22.93",2.4184
"366.1093 / 1.49",2.4155
"324.1812 / 21.75  M-H-",2.4138
"709.0208 / 15.99",2.4132
"488.1862 / 21.75  MAcO-H-",2.4083
"134.8647 / 28.95",2.4068
"252.1515 / 20.06  MNH4",2.4065
"225.9246 / 4.22",2.4052
"285.1106 / 21.84",2.4041
"240.0485 / 2.23",2.4037
"189.9572 / 3.09  M-H-",2.4027
"206.0819 / 12.88",2.4026
"331.2851 / 23.66",2.3977
"375.1320 / 22.09  MH",2.3958
"279.1977 / 21.61",2.3916
"417.1524 / 21.57",2.3897
"199.1348 / 21.47",2.3887
"185.0430 / 2.48",2.385
"567.0065 / 1.33",2.3845
"315.1495 / 22.92",2.3835
"96.9605 / 0.71",2.3808
"469.1038 / 20.75",2.3797
"93.0697 / 1.86",2.3763
"389.2411 / 21.41",2.3706
"433.0037 / 27.98",2.3697
"283.0285 / 22.36",2.3683
"791.0257 / 23.42",2.3612
"461.1804 / 21.88",2.3592
"375.2162 / 21.98",2.3378
"250.1452 / 22.85",2.3365
"409.1749 / 22.10  MNa",2.3357
"924.9988 / 1.29",2.3352
"223.0954 / 20.75  MNa-2H-",2.3322
"270.7984 / 1.37",2.3312
"603.1690 / 23.05",2.3303
"362.3027 / 24.25",2.3225
"264.1580 / 21.74",2.3209
"731.9684 / 21.78",2.3178
"233.1101 / 20.51",2.3155
"163.0352 / 20.03",2.3153
"903.5728 / 23.54",2.3138
"679.4010 / 23.41",2.312
"158.8461 / 1.82",2.3107
"268.8018 / 1.39  M-H-",2.3099
"627.0199 / 22.35",2.308
"114.9484 / 4.49",2.3043
"252.1515 / 19.00",2.3036
"149.0198 / 21.80",2.3018
"238.1722 / 21.48  MNH4",2.3017
"281.1382 / 21.45",2.3016
"754.9807 / 24.50",2.2951
"208.0719 / 11.46",2.295
"354.2766 / 22.50",2.2929
"287.1187 / 21.54",2.2926
"263.2031 / 22.58",2.2898
"250.1615 / 11.36",2.2855
"335.2194 / 22.74  MNa",2.2837
"223.0587 / 9.20",2.2828
"435.9655 / 1.12",2.2811
"299.0070 / 21.95",2.2795
"80.0489 / 3.58",2.2756
"234.1579 / 22.65",2.272
"243.1361 / 22.38",2.27
"634.0405 / 27.44",2.2686
"549.1997 / 23.53",2.2673
"612.9818 / 1.33",2.2662
"447.0341 / 22.95",2.2613
"155.9751 / 28.69",2.2569
"701.3973 / 20.40",2.2536
"545.0174 / 24.04",2.2529
"865.0286 / 1.29",2.2497
"436.3407 / 23.60",2.2482
"239.1567 / 21.96",2.2404
"627.2134 / 23.22",2.2402
"297.2323 / 23.48",2.2392
"281.1737 / 22.62  MH",2.2384
"570.1899 / 21.74",2.2364
"815.5207 / 23.48",2.2361
"564.3599 / 19.78",2.2346
"517.0101 / 1.21",2.2345
"387.1016 / 20.75  MFA-H-",2.2273
"233.1556 / 22.63",2.2239
"359.2317 / 22.47",2.2239
"344.9854 / 21.68",2.2203
"683.4409 / 23.42  2MK",2.2196
"541.1981 / 23.29",2.2191
"437.2514 / 22.05  M-H-",2.2161
"552.0360 / 27.25",2.2156
"761.0177 / 26.75",2.2148
"423.0638 / 1.49",2.2123
"447.0341 / 25.10",2.2117
"209.1654 / 11.10",2.2092
"161.1328 / 22.10",2.2084
"232.9748 / 28.03",2.204
"117.0698 / 17.93",2.1973
"243.8829 / 30.69",2.1971
"273.1660 / 19.04",2.1888
"406.1836 / 21.76",2.1843
"253.0990 / 19.22",2.1832
"545.2088 / 23.22",2.1825
"771.4940 / 23.48",2.1824
"715.4423 / 23.43  MAcO-H-",2.1791
"243.1799 / 21.76",2.1786
"873.0290 / 24.98",2.1774
"155.0276 / 21.02",2.1736
"519.2774 / 24.31",2.172
"266.2031 / 22.63",2.1712
"306.0821 / 4.26  MNa",2.1657
"633.0362 / 1.33",2.1641
"299.1026 / 20.39",2.1612
"724.5285 / 25.55",2.159
"434.0086 / 1.27",2.1587
"174.9687 / 8.73  MH",2.1585
"596.9958 / 25.94",2.1548
"417.1495 / 22.34",2.1521
"766.5380 / 23.48",2.1515
"119.0357 / 1.65  M-H-",2.1515
"361.1515 / 20.23",2.1514
"220.1478 / 21.63  M-H-",2.1491
"202.2169 / 19.74",2.1484
"217.0484 / 20.02",2.1481
"105.0697 / 31.26",2.146
"247.0044 / 26.85",2.1389
"481.2618 / 18.82",2.1386
"374.9938 / 30.09",2.1371
"727.4673 / 23.45",2.1358
"225.1863 / 23.19",2.1326
"339.1329 / 20.16",2.1271
"135.0458 / 19.56",2.1262
"239.2377 / 23.66  MH",2.1252
"346.1614 / 21.76  MNa-2H-",2.1233
"473.3323 / 23.61",2.1202
"143.0181 / 15.24",2.119
"224.0612 / 12.70",2.1124
"674.1844 / 21.70  M-H-",2.1106
"245.0488 / 18.60",2.1102
"341.2112 / 23.15",2.106
"842.9974 / 24.44",2.1058
"367.1703 / 21.21",2.1012
"487.1228 / 22.11",2.0962
"734.1918 / 21.76",2.0953
"297.0825 / 9.83",2.0935
"225.1954 / 21.71  MH",2.0928
"837.0036 / 27.67",2.0911
"367.1416 / 21.35",2.0903
"623.1908 / 23.92",2.09
"551.1051 / 20.75",2.0898
"268.9927 / 26.87",2.0858
"409.3271 / 24.42",2.0846
"221.1540 / 22.27  MAcO-H-",2.0751
"516.0073 / 1.31",2.069
"266.1733 / 24.15",2.0688
"242.1778 / 21.75",2.0658
"428.1652 / 21.74  M-H-",2.0625
"283.1543 / 20.59",2.062
"116.9834 / 5.73",2.0606
"678.9966 / 25.94",2.0599
"162.8385 / 2.05",2.0596
"463.2083 / 23.23",2.0591
"281.0522 / 28.32",2.0588
"303.1495 / 21.41",2.0535
"791.0278 / 27.71",2.0527
"435.2693 / 23.66",2.0513
"716.0461 / 1.17  M-",2.0508
"315.2539 / 22.83",2.0499
"813.0167 / 1.33  2MK-2H-",2.0473
"114.9483 / 28.52  MH",2.0472
"132.9588 / 0.80",2.0467
"409.1814 / 16.27",2.0416
"666.9787 / 24.92",2.0401
"250.1781 / 24.14",2.0386
"615.4615 / 23.91",2.0367
"634.0392 / 1.25",2.0353
"376.2796 / 4.67",2.0329
"172.9745 / 31.93",2.0325
"264.1514 / 20.87",2.0323
"463.0129 / 30.21",2.0319
"187.0287 / 31.57",2.0241
"340.3492 / 24.58",2.0203
"173.0915 / 3.40  MNH4",2.018
"341.1178 / 12.29",2.0175
"709.0238 / 21.18",2.0132
"193.1315 / 19.27  MNa",2.0116
"842.9987 / 27.54",2.0111
"237.1410 / 21.35  MH",2.0102
"483.1137 / 21.16",2.0094
"409.1630 / 21.33",2.0075
"546.4040 / 23.35",2.0069
"299.1634 / 21.61  MNa",2.0066
"813.1535 / 22.05",2.0048
"385.1438 / 14.47",2.0044
"463.3070 / 23.25",2.003
"268.1821 / 21.41  MCH3OHH",2.0021
"173.0788 / 3.14",2.0011
"268.9361 / 3.79",2.0011
"859.5463 / 23.51",2.0003
"237.1043 / 19.51",1.9969
"474.2785 / 21.88",1.9952
"305.0993 / 20.75",1.9864
"407.1875 / 26.03",1.9851
"89.0239 / 3.55",1.9831
"760.9971 / 24.50",1.9823
"223.0202 / 29.16",1.9807
"627.0181 / 10.46",1.9772
"263.1192 / 21.61  MH",1.9771
"434.0080 / 26.87",1.9743
"351.2167 / 22.20  MNa-2H-",1.9742
"422.9313 / 4.52",1.9731
"221.0824 / 21.05  M-H2O-H-",1.9723
"679.4342 / 23.41",1.9719
"267.1204 / 21.27",1.9712
"295.1827 / 21.84",1.9693
"189.0072 / 3.10",1.9688
"254.1025 / 19.06",1.9687
"177.0543 / 21.26",1.9618
"156.0108 / 16.05",1.9598
"515.0086 / 26.13",1.9597
"657.3698 / 20.24",1.9595
"277.1345 / 20.54",1.9571
"761.0159 / 24.49",1.9566
"162.8395 / 1.55  M-H-",1.9545
"235.1705 / 22.62  MH",1.9513
"249.1496 / 22.13  M-H-",1.949
"436.3104 / 24.60",1.9481
"683.1788 / 23.51",1.9454
"297.0834 / 28.48",1.945
"262.9812 / 0.40",1.9445
"761.0175 / 23.25",1.9443
"335.2478 / 23.57",1.942
"496.9656 / 21.78  M3H3",1.9396
"229.0785 / 20.68",1.9388
"433.0050 / 1.28",1.9349
"322.9903 / 1.11",1.9337
"155.9740 / 12.80",1.9328
"234.9763 / 29.49",1.9298
"353.2673 / 23.66  MH",1.9265
"291.9899 / 31.56",1.9255
"525.2888 / 19.39",1.9226
"395.2670 / 23.96",1.92
"487.2292 / 23.72",1.9182
"408.9600 / 1.34",1.9139
"293.1767 / 21.63",1.9133
"535.3331 / 21.97  M3H3",1.9115
"132.9587 / 1.87",1.9085
"149.0233 / 22.73",1.907
"389.1689 / 20.06",1.9037
"186.9915 / 20.54",1.9031
"360.3241 / 27.27",1.9031
"381.2053 / 23.22",1.9011
"248.9608 / 29.31  2MNa-2H-",1.8995
"378.3253 / 23.92",1.8993
"226.1638 / 11.08",1.8975
"249.1104 / 19.97",1.8967
"827.1614 / 22.45",1.8967
"842.9975 / 1.29  2MNa",1.8954
"663.1560 / 22.44",1.8944
"679.4474 / 23.40",1.8923
"246.0517 / 18.56",1.8888
"569.2324 / 23.72",1.8882
"249.1772 / 22.15",1.885
"678.4851 / 23.42",1.8849
"132.9586 / 2.69",1.8842
"502.9610 / 28.02",1.8798
"475.2285 / 22.76  MTFA-H-",1.8791
"250.1750 / 16.66",1.8763
"537.8796 / 25.01",1.8726
"295.1440 / 21.19",1.8722
"575.1355 / 22.44",1.8719
"355.2740 / 23.66  MCH3OHH",1.8716
"961.0494 / 23.37  2MNa-2H-",1.8709
"597.0110 / 22.83",1.8701
"236.1064 / 21.63",1.8701
"299.0082 / 22.97",1.8681
"659.2892 / 23.66",1.8632
"310.2089 / 23.53",1.8592
"631.1976 / 23.48",1.8581
"185.1182 / 22.62",1.8566
"623.1983 / 23.30",1.8501
"313.1913 / 21.58",1.85
"697.4626 / 23.90  2MNa-2H-",1.8497
"666.9633 / 27.92",1.8466
"457.2194 / 21.95  MNa-2H-",1.8463
"269.1369 / 21.45  M-H-",1.8448
"173.0133 / 25.55",1.841
"136.0167 / 15.05",1.8379
"331.2012 / 20.64",1.8364
"235.1253 / 20.19  MH",1.8318
"555.2143 / 23.51",1.8318
"473.2131 / 23.50",1.8312
"679.0148 / 23.82",1.8229
"227.1000 / 21.54  MNa",1.82
"733.2408 / 24.31",1.8193
"293.1293 / 20.54",1.8166
"221.1185 / 20.46  M-H-",1.8152
"195.1026 / 21.38",1.815
"354.2714 / 23.66",1.8136
"325.2160 / 23.00  M-H2O-H-",1.8127
"421.2328 / 22.95  MCH3OHH",1.8123
"104.9635 / 7.58",1.8096
"801.3011 / 23.24",1.8086
"590.4315 / 23.35",1.8079
"748.9643 / 27.89",1.8044
"90.9479 / 0.80",1.7983
"327.2316 / 23.64  MH",1.7969
"361.2352 / 23.72",1.7964
"672.9917 / 22.92",1.7956
"435.9658 / 18.77",1.7929
"174.9929 / 31.04",1.7912
"545.0169 / 23.46",1.791
"217.1516 / 22.47",1.7901
"297.1061 / 1.99",1.7897
"293.2023 / 23.38",1.7877
"452.1500 / 21.74",1.7852
"551.0352 / 22.22",1.7823
"223.0240 / 21.44",1.7812
"754.9810 / 27.06",1.7807
"432.3215 / 24.31  MNH4",1.7775
"413.1962 / 22.27  M-H-",1.7761
"269.9146 / 30.73",1.7743
"315.1897 / 22.92",1.7736
"343.1328 / 23.06",1.7699
"205.0865 / 22.73",1.7698
"115.9208 / 19.87  M-H-",1.7686
"637.2174 / 23.49",1.7672
"507.3159 / 23.32",1.7661
"232.9768 / 11.43",1.7653
"100.9251 / 10.99",1.7629
"711.2284 / 23.93",1.7618
"445.1855 / 21.35",1.7541
"235.1253 / 21.51",1.7534
"353.1475 / 21.16",1.7529
"260.0005 / 2.37",1.7525
"398.2418 / 21.88",1.7493
"321.1014 / 20.44  MH",1.7485
"337.2375 / 22.39  2MNa-2H-",1.7468
"187.1652 / 22.44",1.7427
"339.2004 / 27.30",1.741
"745.1626 / 22.44",1.7388
"158.9972 / 25.64",1.7376
"381.1152 / 22.44",1.7349
"221.1558 / 21.63  M-",1.7337
"565.2621 / 20.94",1.7329
"447.0348 / 24.20",1.7314
"311.2231 / 22.76",1.7306
"208.1424 / 21.63",1.7296
"579.2913 / 22.73",1.7266
"420.9602 / 27.96",1.7242
"176.0655 / 1.90",1.7221
"321.2205 / 23.60",1.7201
"214.1455 / 20.70",1.7188
"197.1545 / 22.69  M-H-",1.7172
"767.4200 / 25.59",1.7154
"419.2796 / 23.22",1.7133
"397.2567 / 22.83",1.7056
"426.9771 / 27.86",1.7004
"625.1653 / 22.95",1.6996
"262.9806 / 4.44",1.6994
"539.1840 / 21.64",1.6982
"552.0362 / 1.22",1.6982
"459.2352 / 21.98  MNa-2H-",1.6981
"731.0132 / 1.33  3MKNa-3H-",1.6973
"336.3270 / 24.28",1.6948
"291.0823 / 19.75",1.6912
"314.2759 / 23.70",1.6906
"383.1922 / 16.23",1.6852
"301.1420 / 2.15",1.6848
"338.3340 / 23.92",1.68
"387.0257 / 31.98",1.6685
"435.9662 / 29.54",1.6683
"473.2172 / 21.89  MAcO-H-",1.6674
"530.9797 / 1.33",1.663
"453.1684 / 21.90  MK",1.6605
"279.1143 / 20.58",1.658
"393.1717 / 24.38",1.6579
"672.9959 / 23.86",1.6577
"227.1764 / 11.06  MH",1.6567
"657.2381 / 24.34",1.6551
"349.0800 / 2.43",1.6529
"457.1822 / 21.63",1.6527
"791.0257 / 25.05",1.6523
"685.4192 / 25.59",1.6512
"573.1473 / 23.06",1.6504
"485.1133 / 23.32",1.65
"843.0214 / 26.75",1.6498
"310.2285 / 22.57",1.6493
"282.0517 / 16.46",1.6483
"285.1009 / 21.58  MNa",1.6481
"453.1563 / 22.28",1.6474
"294.1806 / 21.61",1.6457
"463.1546 / 21.65  M-H-",1.6435
"479.1196 / 22.06",1.6435
"279.1586 / 22.74",1.6429
"755.0029 / 27.59",1.6371
"713.2041 / 23.51",1.6354
"351.0018 / 23.55",1.6315
"207.1310 / 20.77",1.6301
"433.0055 / 27.41",1.6293
"377.1942 / 23.30",1.6273
"279.0201 / 16.21",1.6265
"595.3667 / 23.38",1.6195
"325.1847 / 25.37",1.6189
"469.0314 / 22.22  3M2Na-3H-",1.6183
"217.0161 / 2.46",1.6173
"166.0837 / 1.79  MNa",1.6168
"207.1409 / 21.66  M-H-",1.6158
"350.2583 / 23.66",1.6148
"731.1495 / 22.05",1.6138
"388.3548 / 25.07",1.6122
"173.9572 / 2.68",1.6121
"664.9992 / 1.28",1.612
"499.1509 / 22.44",1.6117
"285.1843 / 11.06  MAcO-H-",1.6102
"851.3962 / 21.87  2MNa",1.6085
"164.8365 / 1.52  M-H-",1.6066
"338.9597 / 23.51",1.6043
"439.2466 / 17.33",1.6039
"467.1918 / 23.50  MTFA-H-",1.6011
"323.2219 / 23.72",1.6007
"271.2633 / 23.66  MCH3OHH",1.6002
"327.1446 / 23.06",1.6002
"339.3460 / 24.59  MH",1.6001
"391.2077 / 23.51",1.5991
"399.2980 / 23.64",1.5984
"565.3030 / 20.93",1.5965
"459.1929 / 23.30",1.5934
"260.9281 / 1.43",1.5897
"267.1868 / 22.80  M",1.589
"339.1998 / 27.81",1.5884
"584.9622 / 27.99",1.5875
"116.9287 / 0.02",1.5827
"337.2272 / 23.89",1.5813
"588.4112 / 20.74",1.5791
"329.1281 / 22.42",1.5761
"207.0972 / 20.68",1.5758
"149.0238 / 28.59",1.572
"293.1291 / 21.32",1.5715
"212.1599 / 21.28",1.5714
"683.1956 / 23.49",1.5703
"269.2502 / 24.12",1.568
"317.2380 / 24.21",1.568
"214.1756 / 21.41",1.5662
"883.2271 / 23.51",1.5606
"527.1818 / 23.04",1.5575
"301.1418 / 22.73",1.5573
"299.2589 / 23.37",1.5557
"448.9768 / 1.33",1.5557
"719.2210 / 23.51",1.5494
"115.9196 / 3.49",1.5471
"388.0287 / 24.12",1.5458
"374.9935 / 26.05",1.5438
"233.1121 / 22.09",1.5427
"409.1456 / 23.06",1.5376
"551.0327 / 1.33",1.5357
"238.0519 / 9.31",1.5347
"281.1377 / 21.88",1.5336
"551.3415 / 23.35",1.5282
"270.0015 / 23.99",1.5257
"315.1699 / 20.90",1.5234
"577.2289 / 23.90",1.5227
"609.1873 / 23.06",1.5215
"125.0971 / 19.77  M-H-",1.521
"367.0384 / 20.24",1.5209
"508.9780 / 27.89",1.5205
"673.0024 / 27.58",1.5171
"99.9253 / 0.76",1.5146
"375.1794 / 21.63",1.5132
"634.0419 / 24.16",1.5132
"961.0507 / 27.43  4M3Na-4H-",1.5128
"369.0826 / 13.72  M-H-",1.5035
"243.8821 / 3.69",1.5031
"873.0324 / 24.11",1.5023
"228.1784 / 11.30",1.5002
"463.2910 / 23.28",1.5001
"309.2053 / 23.51",1.4966
"339.1560 / 21.62",1.4955
"313.2749 / 23.66  MH",1.4912
"325.1850 / 26.03",1.4905
"243.1622 / 22.18",1.4902
"437.1753 / 23.51",1.4869
"509.8806 / 28.12",1.4858
"304.3011 / 21.29",1.4828
"307.1157 / 21.53",1.4823
"385.2827 / 23.54",1.4822
"663.4559 / 25.55  MH",1.4822
"279.2328 / 23.70",1.4795
"327.2509 / 23.27",1.4782
"326.1870 / 26.13",1.4751
"519.1887 / 23.51  M",1.4749
"208.8448 / 1.39  MFA-H-",1.4709
"375.2420 / 23.19",1.4705
"265.1715 / 22.89",1.4696
"628.0610 / 1.07",1.4694
"767.1704 / 23.05",1.4692
"362.3308 / 24.58",1.4689
"187.1338 / 21.43",1.4677
"685.1713 / 23.03",1.4662
"207.9671 / 0.76",1.4634
"147.9464 / 12.74",1.4631
"373.2341 / 19.56  MH",1.4622
"223.1259 / 21.28",1.462
"773.1917 / 23.05",1.4616
"270.0018 / 27.51",1.4609
"302.1461 / 22.76",1.4579
"189.9575 / 28.52",1.4576
"454.1721 / 21.88  MK",1.4556
"543.1615 / 22.95",1.4556
"515.3979 / 23.66  M2H2",1.4544
"228.1614 / 21.28",1.4543
"467.1957 / 22.07",1.4521
"243.8806 / 0.42",1.4511
"649.0098 / 1.33  2MK-2H-",1.45
"473.1966 / 17.69",1.4481
"360.3236 / 27.82  MNa",1.4481
"493.2366 / 24.34",1.4451
"439.1614 / 23.05",1.4447
"217.1127 / 22.44",1.4388
"329.1649 / 23.12",1.437
"601.1945 / 23.51",1.4359
"489.3060 / 20.37",1.4358
"437.2767 / 24.31",1.4355
"358.3087 / 24.28",1.4354
"205.1175 / 21.54  MH",1.4333
"524.9622 / 27.90  2MH",1.4332
"589.1512 / 22.76",1.4316
"491.2370 / 23.96",1.4314
"388.0294 / 22.93",1.4244
"116.9280 / 0.64",1.4233
"208.9219 / 0.85  M-",1.4205
"186.1140 / 16.62",1.4194
"299.0061 / 31.89",1.4189
"143.0191 / 31.57",1.4187
"649.1446 / 22.05",1.4163
"311.1775 / 21.74  MCH3OHH",1.4138
"310.3117 / 24.18  MH",1.4087
"607.2438 / 23.70",1.4054
"237.1125 / 21.36  M-H-",1.4051
"677.1724 / 22.78",1.405
"629.2078 / 23.92",1.4048
"121.0395 / 2.88  MH",1.4026
"634.0390 / 23.61",1.4021
"575.2375 / 24.34",1.4018
"487.3086 / 20.37  MCl-",1.3997
"160.8415 / 2.05",1.3985
"633.0389 / 22.22  4M3Na-4H-",1.3977
"189.0822 / 21.54",1.3968
"295.2178 / 23.28",1.3937
"104.9926 / 27.58",1.3931
"703.1887 / 21.62",1.3923
"538.3081 / 21.27  M2H2",1.3909
"413.2564 / 24.12",1.3906
"585.2741 / 21.14  MH",1.3901
"303.9007 / 30.92",1.3885
"739.2395 / 24.34",1.3863
"679.1591 / 22.09",1.3851
"249.1584 / 11.06",1.3839
"508.9882 / 23.79",1.3835
"271.1154 / 16.50",1.3835
"547.2075 / 23.92",1.3821
"187.0977 / 19.73  M-H-",1.3821
"663.4370 / 25.59  MH",1.382
"836.9820 / 27.58",1.3819
"801.2224 / 23.48",1.3791
"843.0187 / 27.49",1.3786
"187.0411 / 2.46",1.3762
"445.1823 / 23.06",1.376
"691.1893 / 23.05",1.3695
"355.1853 / 23.51",1.3646
"363.2502 / 23.95",1.3612
"406.3185 / 24.44",1.3584
"474.2223 / 21.88",1.3566
"760.9977 / 25.94",1.3497
"639.1807 / 24.23",1.3492
"171.1032 / 19.18",1.3484
"605.2580 / 24.31",1.3468
"465.3075 / 24.76",1.3468
"417.1478 / 22.44",1.3423
"132.9555 / 29.53",1.3423
"218.0069 / 29.51",1.342
"325.2159 / 23.43",1.3415
"547.1039 / 21.53",1.3394
"525.2401 / 23.70",1.3377
"795.2076 / 23.51",1.3374
"455.0872 / 19.75",1.3362
"443.2379 / 23.70",1.3356
"231.0938 / 20.22",1.3353
"701.3918 / 25.59  MK",1.33
"269.1010 / 19.86",1.3288
"557.1774 / 24.23",1.3275
"208.9219 / 6.11",1.3268
"195.1705 / 22.47",1.3264
"270.0023 / 1.30",1.324
"299.2025 / 23.21  M-H2O-H-",1.3214
"131.9149 / 3.69",1.3158
"634.0394 / 22.98",1.3136
"561.1209 / 22.05",1.3107
"105.9346 / 29.50",1.3107
"374.9937 / 27.41",1.3103
"338.3430 / 24.58  MNH4",1.3069
"259.1228 / 21.35  MNa",1.3066
"643.1244 / 22.05",1.3052
"94.9250 / 1.37",1.2983
"387.0274 / 20.11",1.2936
"595.1706 / 22.76",1.2924
"209.0795 / 19.75  MNa-2H-",1.2891
"188.1002 / 19.77",1.2831
"115.9196 / 0.54",1.2822
"470.0311 / 1.32",1.2815
"791.0260 / 22.66",1.2804
"879.0462 / 22.82",1.2791
"284.9715 / 1.33",1.2784
"149.0229 / 2.41",1.2756
"375.2531 / 23.19",1.2752
"265.1327 / 11.07  MK",1.2748
"298.0832 / 6.29",1.2746
"186.9963 / 26.71",1.274
"425.2752 / 23.57",1.2689
