"","Fold Change","log2(FC)"
"218.0069 / 12.91",0.2527,-1.9845
"202.1079 / 13.14",0.25313,-1.9821
"275.0534 / 18.59",0.25357,-1.9796
"101.0786 / 4.98",3.9358,1.9767
"489.3372 / 23.02",0.25458,-1.9738
"365.2941 / 24.02",0.25483,-1.9724
"126.0915 / 10.44  MH",3.9224,1.9717
"463.0121 / 9.29",0.25501,-1.9714
"518.3231 / 23.92",0.25529,-1.9698
"307.1421 / 15.26  MNa",3.9116,1.9677
"257.1500 / 15.67  MH",3.9111,1.9676
"147.9465 / 8.44  M-H-",0.25577,-1.9671
"180.0536 / 8.05",3.9057,1.9656
"479.2276 / 21.21  M-H-",3.9039,1.9649
"239.1003 / 4.85",3.903,1.9646
"797.0416 / 17.79",0.2563,-1.9641
"96.9604 / 9.76",0.25634,-1.9639
"472.1579 / 11.41",3.8989,1.9631
"435.9582 / 2.09  M-H-",0.25668,-1.9619
"555.2917 / 23.24",0.2569,-1.9607
"96.9601 / 12.79",0.25711,-1.9595
"217.0034 / 12.06",0.25786,-1.9553
"472.2650 / 21.01  2M",0.25792,-1.955
"616.1741 / 21.70",0.25803,-1.9544
"323.1213 / 11.75  M-H-",0.25807,-1.9542
"191.1082 / 21.82",0.2583,-1.9529
"403.2136 / 11.49  M2H2",0.25842,-1.9522
"153.1272 / 11.63  MCH3OHH",0.25883,-1.9499
"347.9467 / 1.03",0.25893,-1.9494
"347.0764 / 1.53",3.8599,1.9486
"817.0093 / 1.07",0.25913,-1.9483
"257.1027 / 3.23  2MNa-2H-",3.8565,1.9473
"361.1401 / 19.21",3.8563,1.9472
"305.0220 / 16.98",0.25936,-1.947
"149.0464 / 1.59",3.8546,1.9466
"301.1423 / 31.94",0.25949,-1.9463
"179.0719 / 17.29",3.8539,1.9463
"249.1246 / 11.64",0.26008,-1.943
"859.5463 / 23.51",0.26027,-1.9419
"235.0133 / 3.95",0.26036,-1.9414
"272.0570 / 6.94",0.26079,-1.9391
"373.2147 / 23.64",0.26105,-1.9376
"256.3011 / 21.42",3.8286,1.9368
"583.2562 / 22.83",3.8282,1.9367
"144.0622 / 2.39",0.26153,-1.935
"234.9763 / 15.61",0.26161,-1.9345
"295.2277 / 22.97  M-H2O-H-",0.26164,-1.9344
"91.0535 / 5.59",3.8216,1.9342
"429.1198 / 19.97",3.8182,1.9329
"117.9274 / 13.58",0.26195,-1.9327
"294.1006 / 1.87  MCH3OHH",3.8132,1.931
"766.5380 / 23.48",0.26237,-1.9303
"301.1513 / 11.13  MH",0.26282,-1.9278
"114.1279 / 6.36",3.7976,1.9251
"174.0394 / 3.18",0.26336,-1.9249
"205.9856 / 1.79",0.26364,-1.9234
"232.9760 / 6.21",3.7924,1.9231
"327.2344 / 23.00",0.26377,-1.9227
"170.0921 / 1.86  MNH4",3.787,1.9211
"151.0034 / 17.80",0.26458,-1.9182
"197.1286 / 3.74",3.7788,1.9179
"311.2047 / 17.76",3.7765,1.917
"160.0967 / 1.51",3.7741,1.9161
"600.3251 / 23.96",0.26499,-1.916
"299.0068 / 8.50",0.26502,-1.9158
"635.2493 / 16.62",3.7709,1.9149
"244.1543 / 6.27",3.7693,1.9143
"206.0478 / 2.55",3.7684,1.914
"713.4775 / 21.31",3.7621,1.9115
"149.0240 / 17.31",0.26588,-1.9111
"469.0282 / 8.27",0.26601,-1.9104
"401.2848 / 22.92",0.26618,-1.9095
"290.2315 / 16.18",3.7552,1.9089
"294.1548 / 2.15  MH",3.7518,1.9076
"303.9010 / 12.09",0.26688,-1.9057
"354.9404 / 7.68",0.26726,-1.9037
"173.0817 / 15.13",3.7355,1.9013
"117.9282 / 29.64",0.26823,-1.8985
"655.1984 / 5.62",3.7265,1.8978
"333.1149 / 12.11",3.7258,1.8975
"350.1192 / 3.19",3.7245,1.897
"903.5728 / 23.54",0.26853,-1.8969
"255.1453 / 7.31",0.26854,-1.8968
"316.1365 / 2.09  MNa",3.7238,1.8968
"274.0951 / 21.20  MNa",3.7233,1.8966
"633.0363 / 17.66  4M3Na-4H-",0.26861,-1.8964
"351.2320 / 23.64  MK",0.26867,-1.8961
"165.0437 / 9.62",3.7145,1.8932
"188.9868 / 3.33",3.7083,1.8908
"371.2750 / 23.08",0.26969,-1.8906
"397.1709 / 16.19",3.7066,1.8901
"241.1190 / 5.11",0.26982,-1.8899
"260.1328 / 5.04",0.26995,-1.8893
"545.0166 / 16.01",0.27016,-1.8881
"375.1545 / 20.37",3.7009,1.8879
"328.1394 / 3.19",3.6979,1.8867
"409.1609 / 3.81",0.27063,-1.8856
"263.0747 / 7.02",3.6947,1.8854
"586.2750 / 21.19",0.27073,-1.8851
"497.2869 / 23.21",0.27083,-1.8846
"159.0760 / 2.73",0.27101,-1.8836
"170.0599 / 7.99",3.6884,1.883
"153.1275 / 5.25",3.6879,1.8828
"275.0767 / 3.92",0.27118,-1.8827
"206.0819 / 12.88",0.27144,-1.8813
"443.2011 / 22.59",0.27156,-1.8807
"209.1178 / 22.13",0.27158,-1.8805
"295.1581 / 2.09  MH",3.6806,1.88
"344.9845 / 17.01",0.27183,-1.8792
"349.2933 / 23.08",0.27197,-1.8785
"116.9284 / 14.09  M-",0.27217,-1.8774
"585.2741 / 21.14  MH",0.27232,-1.8766
"292.9921 / 8.81",0.27239,-1.8762
"463.0123 / 15.91",0.27247,-1.8758
"729.0592 / 1.07",3.6658,1.8741
"353.9603 / 11.48",0.27282,-1.874
"253.1202 / 7.25",3.6621,1.8727
"175.1197 / 1.43  MH",3.6615,1.8724
"233.1133 / 1.97",0.27318,-1.8721
"422.9316 / 7.78",0.2733,-1.8714
"328.1507 / 9.52  M-H-",0.27365,-1.8696
"239.0294 / 18.60",0.27366,-1.8695
"320.9910 / 1.80",3.6515,1.8685
"317.2119 / 23.12  M-H-",0.2743,-1.8662
"469.0307 / 17.43  3M2Na-3H-",0.27432,-1.8661
"460.2188 / 9.86",0.27447,-1.8653
"719.2986 / 23.24",0.27487,-1.8632
"234.9760 / 12.61",0.27521,-1.8614
"522.3563 / 24.02",0.27586,-1.858
"344.0589 / 2.55  MNa",3.6238,1.8575
"271.1655 / 19.02",3.6229,1.8572
"527.3448 / 19.47",3.6218,1.8567
"211.0597 / 5.80",0.27627,-1.8559
"180.9745 / 0.35  MK",0.27642,-1.8551
"454.2661 / 8.58",0.27652,-1.8546
"224.0632 / 21.34",0.2769,-1.8526
"378.0889 / 1.51",0.27738,-1.8501
"81.0697 / 9.68",0.27738,-1.85
"426.9657 / 26.31",0.27746,-1.8496
"303.9010 / 9.79",0.27787,-1.8475
"276.1449 / 2.13  MCH3OHH",3.5984,1.8473
"308.1835 / 15.22  MNa",3.5967,1.8467
"607.2543 / 21.14  MNa",0.27813,-1.8462
"287.1663 / 15.21",3.5944,1.8457
"351.2167 / 22.20  MNa-2H-",0.27871,-1.8432
"529.3862 / 10.47  2MH",3.5872,1.8429
"354.9408 / 10.72",0.27886,-1.8424
"262.9813 / 12.71",0.27907,-1.8413
"203.0327 / 20.64",0.27917,-1.8408
"326.1245 / 3.16  MAcO-H-",3.5818,1.8407
"212.1024 / 1.86",3.5768,1.8387
"379.2073 / 8.66",0.28003,-1.8364
"331.1762 / 21.43",3.5707,1.8362
"379.0829 / 1.48",0.28024,-1.8352
"373.1417 / 20.35",3.5677,1.835
"319.0669 / 2.55",3.5661,1.8343
"422.9317 / 8.66",0.28043,-1.8343
"277.1478 / 2.06",3.5617,1.8326
"303.0954 / 7.15  MH",3.5593,1.8316
"203.0014 / 7.59",3.5589,1.8314
"403.2462 / 23.12  M-H-",0.28135,-1.8295
"201.0268 / 13.70",0.28151,-1.8287
"161.0259 / 3.60",3.5514,1.8284
"84.0808 / 1.00",0.28174,-1.8276
"246.9911 / 6.51",3.5475,1.8268
"919.0051 / 1.27  MH",0.28197,-1.8264
"446.2395 / 13.61  M",0.2821,-1.8257
"127.0390 / 6.82  MH",3.5399,1.8237
"310.1300 / 3.21  MCH3OHH",3.5396,1.8236
"230.1160 / 4.81  MNa",3.5395,1.8235
"360.9581 / 12.92",0.28284,-1.8219
"202.1089 / 2.13",3.5348,1.8216
"377.0865 / 1.48",0.28311,-1.8205
"381.0098 / 17.51",0.28332,-1.8195
"413.1768 / 21.43",3.5271,1.8185
"158.1191 / 6.36",3.5249,1.8176
"144.0807 / 7.95",3.5229,1.8168
"256.9586 / 8.71",0.28388,-1.8166
"153.1270 / 6.41  MCH3OHH",3.5152,1.8136
"504.9319 / 8.51",0.28493,-1.8113
"139.0501 / 5.59",3.5084,1.8108
"372.0638 / 5.94",0.28552,-1.8084
"389.1953 / 21.28",0.2855,-1.8084
"525.2679 / 21.21",0.28578,-1.807
"162.0216 / 3.44",3.4906,1.8035
"319.1036 / 9.02",3.4897,1.8031
"283.0459 / 11.23",0.28677,-1.802
"459.1864 / 18.32",3.4859,1.8015
"424.3060 / 8.83",3.4846,1.801
"435.9661 / 13.65",0.28701,-1.8008
"310.8375 / 22.60",0.28715,-1.8001
"161.0287 / 8.13",3.4801,1.7991
"276.1084 / 2.42",0.28736,-1.7991
"345.0134 / 1.88",0.28736,-1.7991
"327.2325 / 23.65",0.28785,-1.7966
"102.0911 / 8.83",3.4699,1.7949
"637.2958 / 23.24",0.28838,-1.794
"297.0828 / 15.38",0.28871,-1.7923
"218.0067 / 9.12",0.28897,-1.791
"289.2288 / 16.22  MH",3.4546,1.7885
"338.1938 / 10.53  MNa",3.4501,1.7866
"182.0754 / 14.15",3.4483,1.7859
"303.8996 / 7.18",0.29015,-1.7851
"659.0184 / 1.07",0.29037,-1.7841
"149.0230 / 19.20",0.2905,-1.7834
"115.9204 / 14.38",0.29055,-1.7831
"674.1844 / 21.70  M-H-",0.29064,-1.7827
"601.2698 / 23.21",0.29097,-1.781
"176.1031 / 1.45  MNH4",0.29149,-1.7785
"235.1815 / 8.81  MH",3.4254,1.7763
"267.1244 / 22.13  M-H-",0.29199,-1.776
"253.1323 / 21.11",3.4179,1.7731
"585.2561 / 21.16",0.29292,-1.7714
"425.1834 / 21.56",0.29303,-1.7709
"394.1987 / 16.45  MH",0.29309,-1.7706
"313.0801 / 9.56  MNa-2H-",0.29325,-1.7698
"293.2119 / 23.15",0.29327,-1.7697
"289.1056 / 22.13  MNa-2H-",0.29332,-1.7694
"200.9852 / 2.43",3.4024,1.7666
"413.3038 / 24.48  MH",0.29405,-1.7659
"107.0843 / 31.35",0.29424,-1.7649
"397.3052 / 10.12",3.3923,1.7623
"265.1167 / 11.72  MNa",0.29562,-1.7582
"175.0348 / 5.77",0.2957,-1.7578
"289.1655 / 21.27  M-H-",3.3801,1.7571
"449.0415 / 18.78",0.29598,-1.7564
"215.0489 / 3.56",0.29606,-1.756
"549.2406 / 23.65",0.2961,-1.7558
"101.0083 / 16.80",0.29646,-1.7541
"543.1432 / 20.07",3.3728,1.754
"565.2976 / 19.98",0.29649,-1.7539
"101.0083 / 14.28",0.29673,-1.7528
"624.2671 / 21.02  MNa-2H-",0.29674,-1.7527
"298.0832 / 6.29",3.3686,1.7522
"469.0288 / 12.85",0.29699,-1.7515
"353.1452 / 14.39  M-H-",3.3621,1.7494
"523.0180 / 1.14",0.29769,-1.7481
"218.0066 / 12.39",0.29776,-1.7478
"463.3141 / 9.47  MNa",3.3568,1.7471
"449.1776 / 19.95",3.3524,1.7452
"145.0051 / 10.91",0.29832,-1.7451
"449.2530 / 23.20  MFA-H-",0.29832,-1.7451
"201.0258 / 30.71",3.3504,1.7443
"301.2177 / 22.65",0.29858,-1.7438
"563.2453 / 20.96  M-H-",3.3473,1.743
"105.9350 / 2.52",3.3451,1.742
"110.9756 / 1.86",0.29896,-1.742
"372.2781 / 23.15",0.29899,-1.7418
"305.0208 / 7.72",0.29932,-1.7402
"254.1611 / 3.58",0.29944,-1.7397
"243.1235 / 15.57",3.3364,1.7383
"285.1605 / 15.26  MH",3.3329,1.7368
"791.0247 / 17.50",0.30041,-1.735
"187.0600 / 8.02",3.3275,1.7344
"421.2308 / 19.58",0.30069,-1.7336
"262.9824 / 14.85",0.30084,-1.7329
"469.3288 / 19.18  M2H2",3.3222,1.7321
"815.5207 / 23.48",0.30116,-1.7314
"217.0317 / 1.45",3.3205,1.7314
"114.9476 / 9.32",0.30162,-1.7292
"201.0262 / 20.60",0.30174,-1.7286
"244.1184 / 5.11  MH",0.30178,-1.7284
"587.0477 / 1.10",3.3115,1.7275
"289.9932 / 11.93",0.30238,-1.7256
"360.9580 / 16.70",0.30246,-1.7252
"273.1703 / 20.11",0.3025,-1.725
"259.1298 / 5.07  MAcO-H-",0.30288,-1.7232
"282.0454 / 19.45",0.30322,-1.7216
"201.0251 / 15.65",0.30324,-1.7215
"183.1124 / 1.84",0.30338,-1.7208
"117.9277 / 3.43",3.296,1.7207
"753.2407 / 23.00",0.30366,-1.7195
"292.1647 / 1.70",0.30378,-1.7189
"693.1440 / 5.81",3.2903,1.7182
"185.1182 / 22.62",3.287,1.7168
"255.1141 / 20.50",0.30459,-1.7151
"81.0698 / 6.15",0.30465,-1.7148
"298.0815 / 8.25",0.3049,-1.7136
"121.0288 / 11.70  M-H-",0.3049,-1.7136
"298.0834 / 12.56",0.30546,-1.7109
"100.0756 / 5.02  MH",3.2713,1.7099
"463.0110 / 7.30",0.30628,-1.7071
"299.0063 / 7.58",0.30646,-1.7062
"132.9224 / 17.76",0.3067,-1.7051
"474.1729 / 11.41",3.2596,1.7047
"242.1319 / 1.81",3.2574,1.7037
"167.0708 / 20.27",0.30709,-1.7033
"146.0268 / 1.81",0.30721,-1.7027
"230.1386 / 2.10  MH",3.2516,1.7012
"271.0753 / 12.82",3.2517,1.7012
"236.0334 / 6.96  MNH4",0.30792,-1.6994
"249.9799 / 7.35  MNa-2H-",0.30791,-1.6994
"314.1605 / 7.57",3.2473,1.6993
"121.0284 / 6.53",3.2456,1.6985
"286.0331 / 10.70",3.2405,1.6962
"99.9260 / 18.76",0.30866,-1.6959
"131.9157 / 7.41",3.2395,1.6958
"232.9844 / 1.65",3.2299,1.6915
"678.4851 / 23.42",0.30965,-1.6913
"217.1078 / 16.42  MH",0.30972,-1.691
"256.0937 / 2.25",0.30982,-1.6905
"390.9837 / 2.88",3.2274,1.6904
"478.1313 / 5.78",0.30989,-1.6902
"173.0812 / 16.46",0.3106,-1.6869
"146.0271 / 2.49",0.31061,-1.6868
"218.9983 / 5.61",3.2191,1.6867
"186.0568 / 7.95",3.2154,1.685
"215.0809 / 9.22",0.31128,-1.6837
"129.0659 / 10.59",3.2105,1.6828
"201.0258 / 18.53",0.31159,-1.6823
"291.9900 / 14.59",0.31264,-1.6774
"333.0528 / 12.82  MNa-2H-",3.1968,1.6766
"371.1684 / 21.27",3.1957,1.6761
"504.9340 / 0.32",0.31292,-1.6761
"91.0542 / 10.53",3.1949,1.6758
"155.9749 / 19.17",0.31335,-1.6742
"156.9592 / 13.11",0.31344,-1.6738
"669.0518 / 1.12",3.1893,1.6732
"147.9464 / 30.07",0.31359,-1.6731
"161.0259 / 6.43",3.1862,1.6718
"146.0604 / 8.03",3.1853,1.6714
"153.1241 / 14.26",0.31406,-1.6709
"138.0553 / 10.70",3.1821,1.67
"277.1034 / 1.80",0.31425,-1.67
"319.1155 / 20.77",0.31426,-1.6699
"208.1146 / 10.42",3.18,1.669
"141.0659 / 1.51",3.1783,1.6683
"259.1737 / 9.47",3.1772,1.6678
"347.0402 / 2.47",0.31487,-1.6672
"130.1562 / 0.11",0.31498,-1.6667
"316.1752 / 8.51",3.1744,1.6665
"722.5122 / 23.45",0.31522,-1.6656
"156.9970 / 3.55",3.1698,1.6644
"449.0399 / 17.48",0.31547,-1.6644
"465.1319 / 16.15",3.1668,1.663
"177.1022 / 8.55",0.31581,-1.6629
"272.9382 / 11.51",0.31588,-1.6626
"141.0176 / 4.65",0.31643,-1.66
"283.0494 / 17.71",0.31665,-1.659
"354.1265 / 2.76  MNa-2H-",0.3167,-1.6588
"130.9988 / 12.84",0.31745,-1.6554
"184.0967 / 4.78",3.1498,1.6552
"633.0367 / 16.80",0.31752,-1.6551
"90.9478 / 2.02",3.1487,1.6547
"288.0306 / 3.23",3.1481,1.6545
"349.0305 / 18.56",0.31781,-1.6538
"587.1574 / 4.29  2MNa-2H-",0.3179,-1.6534
"81.0691 / 10.42",0.31817,-1.6521
"211.1444 / 7.33",3.1369,1.6494
"150.0024 / 17.76  M-H-",0.31886,-1.649
"309.1191 / 12.15",3.1349,1.6484
"350.1321 / 9.24  MNa-2H-",0.31927,-1.6472
"455.9987 / 22.29",0.31933,-1.6469
"340.2603 / 17.80",3.1314,1.6468
"114.9483 / 3.95",0.31956,-1.6458
"101.0088 / 10.34",0.31972,-1.6451
"605.2387 / 21.16  MNa-2H-",0.31995,-1.6441
"221.1219 / 4.83",3.1254,1.644
"166.0502 / 10.70",3.1246,1.6437
"547.0402 / 2.79  3M2Na-3H-",3.1236,1.6432
"158.9967 / 5.67",3.122,1.6425
"391.2200 / 19.93",0.32041,-1.642
"709.0217 / 15.33",0.321,-1.6394
"156.9589 / 8.97",0.32101,-1.6393
"633.0382 / 11.90",0.32102,-1.6393
"268.9365 / 10.93",0.32155,-1.6369
"189.0736 / 8.01",3.1081,1.6361
"107.0490 / 22.30",3.1034,1.6338
"269.0740 / 1.80  MNa",3.102,1.6332
"771.4940 / 23.48",0.32238,-1.6332
"151.0512 / 5.81",3.1009,1.6327
"276.1608 / 7.64",0.32265,-1.632
"539.1442 / 13.14  M-H-",3.0991,1.6318
"727.0593 / 1.07",3.0989,1.6318
"411.2012 / 20.73",3.0968,1.6308
"195.0882 / 1.01",0.323,-1.6304
"329.2501 / 23.64",0.32309,-1.63
"724.5285 / 25.55",0.32353,-1.628
"201.0262 / 14.97",0.32417,-1.6252
"632.2053 / 1.59",3.0834,1.6245
"208.0428 / 12.79",3.0831,1.6244
"201.1135 / 14.87  M-H-",3.0823,1.624
"152.0157 / 17.78",0.32452,-1.6236
"224.0638 / 20.80",0.32493,-1.6218
"344.9850 / 7.72",0.325,-1.6215
"715.0390 / 10.41  3M2Na-3H-",3.0763,1.6212
"112.1119 / 4.02",3.0747,1.6205
"195.0535 / 11.51",3.0725,1.6194
"422.9312 / 12.04",0.32566,-1.6186
"101.0088 / 12.79",0.32568,-1.6185
"142.0667 / 7.99",3.0669,1.6168
"540.0542 / 3.49",0.32625,-1.6159
"281.1002 / 16.35  MNa-2H-",3.0647,1.6157
"382.3002 / 24.06",0.32639,-1.6153
"81.0697 / 14.32",0.32646,-1.615
"179.0573 / 1.53  MAcO-H-",3.0624,1.6147
"426.1024 / 12.04",3.057,1.6121
"185.1290 / 10.40  MH",3.0562,1.6117
"247.0928 / 1.55  MH",3.0553,1.6113
"170.0446 / 2.54",0.32741,-1.6108
"801.3011 / 23.24",0.3276,-1.61
"750.1307 / 20.37",3.0513,1.6094
"104.9924 / 18.09",0.32798,-1.6083
"116.9274 / 14.95",0.32832,-1.6068
"407.1169 / 3.96",0.32892,-1.6042
"441.3330 / 9.44  MH",3.0394,1.6038
"202.1081 / 4.80",3.0372,1.6027
"463.0128 / 16.98",0.32938,-1.6022
"383.1132 / 5.93",0.32955,-1.6014
"540.9839 / 1.06",0.32961,-1.6012
"203.0483 / 2.38",0.33013,-1.5989
"518.2789 / 8.50",0.33016,-1.5987
"323.1344 / 10.15",0.33037,-1.5978
"737.5228 / 21.31",3.0261,1.5975
"219.0128 / 9.66",3.0251,1.597
"360.0167 / 1.04",0.33066,-1.5966
"251.0147 / 5.89",0.3309,-1.5955
"245.1389 / 20.67  MAcO-H-",0.33098,-1.5952
"143.0700 / 8.02",3.0186,1.5939
"363.1132 / 5.04",0.33152,-1.5928
"194.0448 / 2.55",3.0146,1.592
"232.1196 / 2.13",3.0147,1.592
"117.9275 / 5.10",0.33199,-1.5908
"262.9811 / 5.54",0.33223,-1.5897
"302.1148 / 12.76",3.0066,1.5881
"116.9864 / 9.46",0.3327,-1.5877
"463.0103 / 18.53",0.33287,-1.587
"145.0061 / 8.66",0.33295,-1.5866
"248.1494 / 1.80",0.33301,-1.5864
"139.1127 / 20.75",0.33303,-1.5863
"291.9898 / 20.64",0.33342,-1.5846
"469.0314 / 16.04  3M2Na-3H-",2.9993,1.5846
"359.0137 / 1.07  M-H-",0.3335,-1.5842
"287.1955 / 1.83",2.9969,1.5835
"469.3265 / 13.45",2.9964,1.5832
"182.0289 / 12.79",2.9912,1.5807
"147.0766 / 10.59  MNH4",2.9898,1.58
"833.4782 / 20.82",0.33534,-1.5763
"246.0517 / 18.56",0.33595,-1.5737
"248.0927 / 10.59",2.9762,1.5735
"553.0227 / 1.15",2.9755,1.5732
"165.0420 / 1.52  MFA-H-",2.9754,1.5731
"583.2576 / 21.16  M-H-",0.33617,-1.5727
"82.9979 / 10.37",0.33626,-1.5723
"198.0856 / 1.45",0.33639,-1.5718
"327.1306 / 3.42",0.33642,-1.5716
"114.9467 / 15.55",0.33722,-1.5682
"403.0912 / 19.24",2.9613,1.5662
"115.9197 / 8.77",0.33772,-1.5661
"319.1946 / 10.97",0.33793,-1.5652
"287.0972 / 11.72",0.3383,-1.5636
"275.1106 / 3.13",0.33846,-1.5629
"374.7150 / 1.86",0.33862,-1.5623
"354.9407 / 8.91",0.33881,-1.5615
"116.9863 / 4.20",0.33897,-1.5608
"300.2172 / 17.92",2.9487,1.5601
"556.3079 / 9.12",0.33977,-1.5574
"727.4673 / 23.45",0.34024,-1.5554
"87.0086 / 1.64  M-H-",2.9355,1.5536
"311.0714 / 12.82  M-H-",2.9341,1.5529
"159.1014 / 14.65",0.34091,-1.5525
"261.1455 / 5.07  MNH4",0.34109,-1.5518
"267.9368 / 7.29",0.34114,-1.5516
"423.0638 / 1.49",0.34121,-1.5513
"91.0531 / 4.92",2.9293,1.5506
"116.0709 / 1.51  MCH3OHH",0.34138,-1.5505
"513.3044 / 10.75",0.34146,-1.5502
"421.1679 / 16.15",2.9254,1.5486
"153.1268 / 15.23",0.34207,-1.5476
"338.2469 / 17.81  M-H-",2.9218,1.5469
"258.1709 / 9.44",2.9214,1.5467
"345.1084 / 2.36",2.9158,1.5439
"201.0061 / 1.82",0.34322,-1.5428
"491.2384 / 23.65",0.34329,-1.5425
"330.1267 / 20.46",2.9028,1.5375
"361.2001 / 22.59",0.34462,-1.5369
"194.0464 / 6.54",2.8986,1.5353
"248.1473 / 8.01  MH",2.8981,1.5351
"221.1718 / 9.47  M2H2",2.8976,1.5349
"284.1861 / 12.11",2.8962,1.5342
"156.9594 / 31.57",0.34596,-1.5313
"177.0033 / 0.48",2.8854,1.5288
"132.9587 / 1.87",2.8852,1.5287
"377.1414 / 14.41",2.8853,1.5287
"264.1067 / 10.56",2.884,1.5281
"435.9658 / 12.34",0.3469,-1.5274
"299.2957 / 24.07  MCH3OHH",0.34718,-1.5262
"463.3005 / 24.04",0.34752,-1.5248
"131.9165 / 4.66",0.34753,-1.5248
"634.4590 / 23.38",0.34795,-1.5231
"93.0697 / 1.86",0.34801,-1.5228
"267.9361 / 16.90",0.34847,-1.5209
"121.0296 / 18.79",0.34869,-1.52
"265.0100 / 1.62  M-H-",0.34884,-1.5194
"794.3925 / 19.99  MNa",0.34911,-1.5183
"173.0810 / 10.20",2.8621,1.5171
"271.0922 / 4.10",2.862,1.517
"508.9901 / 20.55",0.34943,-1.5169
"201.1134 / 20.75  M-H-",0.34971,-1.5158
"433.2074 / 20.96  M-H-",2.8548,1.5134
"292.9926 / 7.77",0.35037,-1.5131
"105.0703 / 6.91",0.35046,-1.5127
"298.0840 / 15.75",0.35049,-1.5126
"385.1244 / 2.19",0.35052,-1.5124
"181.0604 / 3.70",2.8506,1.5112
"409.2348 / 23.65",0.35115,-1.5098
"627.0208 / 20.20",0.35131,-1.5092
"257.0775 / 4.11",2.845,1.5085
"305.0244 / 16.39",0.35168,-1.5076
"471.0187 / 1.15",2.8429,1.5073
"186.9969 / 18.12",0.35202,-1.5063
"116.9861 / 0.35",0.35212,-1.5059
"109.1004 / 15.36",0.35222,-1.5055
"448.9943 / 1.80",2.8392,1.5055
"342.3081 / 24.06",0.35239,-1.5048
"136.0623 / 5.91",0.35316,-1.5016
"486.9968 / 1.15",0.35333,-1.5009
"245.0488 / 18.60",0.35333,-1.5009
"524.2107 / 14.52",2.8266,1.4991
"237.0814 / 7.62",2.8213,1.4964
"633.0347 / 12.48",0.35453,-1.496
"116.9278 / 16.63",0.35459,-1.4958
"327.0504 / 18.60",0.35478,-1.495
"387.0247 / 7.57",0.3551,-1.4937
"651.3251 / 19.44  M3H3",0.35523,-1.4932
"157.0763 / 2.30",2.8139,1.4926
"291.9883 / 18.91",0.35539,-1.4925
"282.0503 / 22.57",0.35552,-1.492
"452.2267 / 5.88",0.3556,-1.4917
"169.0976 / 6.56",2.8108,1.491
"300.2294 / 23.34",2.8105,1.4908
"628.1773 / 20.97",2.8098,1.4905
"551.0327 / 14.96",0.35601,-1.49
"435.1234 / 13.56  MNa",2.8082,1.4896
"261.1379 / 11.07",2.8081,1.4896
"223.0206 / 12.02  M-H-",0.35623,-1.4891
"263.9945 / 16.15",0.35633,-1.4887
"585.0484 / 1.07",2.8051,1.4881
"218.0665 / 2.70  M-H-",0.35653,-1.4879
"256.9586 / 31.78",2.8044,1.4877
"250.1750 / 16.66",2.7999,1.4854
"456.2800 / 8.56",0.35769,-1.4832
"82.9979 / 3.91",0.35791,-1.4823
"241.1809 / 22.62",2.7938,1.4822
"585.2738 / 20.17",0.35802,-1.4819
"358.2270 / 21.67",0.35819,-1.4812
"223.0209 / 16.92",0.35821,-1.4811
"344.3155 / 23.51",2.7911,1.4809
"267.2686 / 24.04  MH",0.35834,-1.4806
"115.9210 / 13.65  M-H-",0.35847,-1.4801
"266.1039 / 3.19  M-H-",2.7866,1.4785
"246.1709 / 6.27",2.7845,1.4774
"105.0199 / 1.58",2.7823,1.4763
"359.3167 / 24.04  M",0.35955,-1.4757
"375.1145 / 3.67",2.7783,1.4742
"208.1342 / 4.84  MH",2.7772,1.4736
"81.0697 / 11.44",0.36049,-1.472
"368.0870 / 20.91  MH",0.36054,-1.4718
"557.3047 / 19.51  M3H3",0.36143,-1.4682
"383.3033 / 24.04  MCH3OHH",0.36187,-1.4665
"450.2481 / 20.92  MHNa2",0.36188,-1.4664
"328.9265 / 1.29",2.763,1.4662
"341.0972 / 20.77  M-H-",0.36204,-1.4658
"81.0694 / 16.57",0.36218,-1.4652
"656.2999 / 8.80",2.7594,1.4643
"126.0218 / 1.04",2.7586,1.4639
"398.2681 / 17.81  MAcO-H-",2.7581,1.4637
"269.1280 / 19.39",2.7578,1.4635
"381.0090 / 18.68",0.36268,-1.4632
"115.9198 / 7.17",0.36339,-1.4604
"207.1112 / 10.40",2.7506,1.4598
"357.1585 / 22.62",2.75,1.4594
"507.3410 / 8.83  MNa",2.7491,1.459
"301.1203 / 20.50",0.36381,-1.4587
"145.0086 / 5.02",2.7479,1.4584
"220.0676 / 1.45  MCH3OHH",0.36389,-1.4584
"289.0724 / 11.54",2.7469,1.4578
"359.0183 / 2.59",2.7454,1.457
"361.1403 / 20.84",2.7453,1.457
"203.0327 / 18.79",0.36427,-1.4569
"286.1871 / 11.10",2.744,1.4563
"303.9205 / 1.48",2.7438,1.4562
"341.3064 / 24.04",0.36458,-1.4557
"258.0611 / 2.52",2.7427,1.4556
"431.9392 / 12.18",0.36501,-1.454
"447.2740 / 23.20",0.36503,-1.4539
"186.9953 / 16.88",0.36549,-1.4521
"377.1446 / 14.74",2.735,1.4515
"147.9466 / 5.01",0.36581,-1.4508
"348.0697 / 5.77  MNa-2H-",0.36605,-1.4499
"183.1033 / 20.75  M-H2O-H-",0.36632,-1.4488
"245.0496 / 17.45",2.727,1.4473
"835.0562 / 1.14",2.7254,1.4464
